STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2008,,63.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2015,,52.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2014,,51.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2013,,50.6,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2012,,50.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2011,,49.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2010,,50.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2009,,50.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2008,,51.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2007,,51.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2006,,51.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2005,,50.9,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2004,,50.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2022,,50.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2020,,49.9,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2019,,51,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2018,,50.9,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2017,,50.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2016,,49.8,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2015,,50.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2014,,50.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2013,,49.8,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2012,,49.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2011,,49.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2010,,49.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2009,,50,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2008,,50.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2007,,50.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2006,,50.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2005,,50.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2004,,49.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2022,,34.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2020,,34.8,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2019,,35.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2018,,34.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2017,,34.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2016,,34.3,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2015,,34.3,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2014,,37.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2013,,37.8,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2012,,37.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2011,,37.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2010,,35,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2009,,39.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2008,,37.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2007,,33.6,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2006,,37,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2005,,40,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2004,,39,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2022,,38.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2020,,39,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2019,,40.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2018,,40.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2017,,40.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2016,,40.3,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2015,,39.9,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2014,,44.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,GBR,United Kingdom,PR,Rural region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2013,,43.6,,GBR,United Kingdom,A,Normal value,0,Units,1,One
