STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2009,,13.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2010,,16.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2011,,22.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2012,,24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2013,,20.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2014,,21.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2015,,26.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2016,,26.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2017,,30,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2018,,31.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2019,,32.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2020,,33.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2021,,33.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2022,,39.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PJ,Gender equality in professional judges,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2014,,33,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PJ,Gender equality in professional judges,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2020,,39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2002,,13.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2012,,15.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2015,,16.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2017,,22.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2019,,22.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2021,,22.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2023,,23.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2007,,13.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPWPS,Gender equality in public sector employment,PT_W,Percentage of women,S1ZS,Public sector,2023,2023,EMPPS_REP,Public employment and representation,2020,,45.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPWPS,Gender equality in public sector employment,PT_W,Percentage of women,S1ZS,Public sector,2023,2023,EMPPS_REP,Public employment and representation,2011,,41.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2002,,7.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2012,,10.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2015,,9.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2017,,9.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2019,,10.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2021,,9.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2023,,10,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2008,,17.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2009,,20.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2010,,23.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2011,,22.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2012,,23.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2013,,19.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2014,,23.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2015,,24.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2016,,23.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2017,,24.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2018,,23.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2019,,30.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2020,,30,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2021,,26.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2022,,30.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPWPS,Gender equality in public sector employment,PT_W,Percentage of women,S1ZS,Public sector,2023,2023,EMPPS_REP,Public employment and representation,2020,,69.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPWPS,Gender equality in public sector employment,PT_W,Percentage of women,S1ZS,Public sector,2023,2023,EMPPS_REP,Public employment and representation,2011,,67.95,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2002,,38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2012,,39.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2015,,37.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2017,,37.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2019,,37.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2021,,39.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2023,,43.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2007,,20.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_PARL,Gender equality in parliament,PT_W,Percentage of women,_Z,Not applicable,2023,2023,EMPPS_REP,Public employment and representation,2023,,40.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2007,,26.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2008,,26.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2009,,28.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2010,,29.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2011,,31.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2012,,31.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2013,,32.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2014,,34.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2015,,35.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2016,,36.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2017,,37.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_EMPPS_REP_2023(1.0),"Public employment and representation - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,EMPW_SMP,Gender equality in senior management positions in national administrations,PT_W,Percentage of women,S1311,Central government,2023,2023,EMPPS_REP,Public employment and representation,2018,,37.7,,A,Normal value,0,Units,_Z,Not applicable,,
