STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,JPN,Japan,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,87.557658,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,101.696012,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,LVA,Latvia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,70.829673,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,LTU,Lithuania,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,88.007559,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,LUX,Luxembourg,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,244.681848,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,MEX,Mexico,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,41.354907,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,NLD,Netherlands,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,135.609055,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,NZL,New Zealand,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,96.872835,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,NOR,Norway,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,139.828945,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,POL,Poland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,81.664998,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,PRT,Portugal,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,78.709994,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,SVK,Slovak Republic,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,73.959934,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,SVN,Slovenia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,91.290461,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,87.139673,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,SWE,Sweden,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,118.492583,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,153.863762,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,TUR,Türkiye,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,65.204019,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,GBR,United Kingdom,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,108.098245,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,USA,United States,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,136.789593,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,OECD26,OECD (26 countries),S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2022,,104.663293,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,AUS,Australia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,123.738538,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,AUT,Austria,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,133.311482,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,BEL,Belgium,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,124.204493,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CAN,Canada,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,110.841011,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CHL,Chile,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,59.698541,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,COL,Colombia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,36.69205,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CRI,Costa Rica,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,45.455488,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CZE,Czechia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,88.221266,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,DNK,Denmark,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,131.387192,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,EST,Estonia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,77.170942,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,FIN,Finland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,115.337903,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,FRA,France,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,113.846712,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,127.950902,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,67.207371,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,HUN,Hungary,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,64.190963,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,ISL,Iceland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,128.68603,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,IRL,Ireland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,130.569963,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,ISR,Israel,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,84.683983,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,ITA,Italy,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,103.140772,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,JPN,Japan,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,94.652313,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,93.411471,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,LVA,Latvia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,61.213758,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,LTU,Lithuania,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,2013,,70.131088,,2020,,F,Free (free for publication),1,One,P,Provisional value,0,Units,_Z,Not applicable
