STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,AUT,Austria,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,133.098501,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,BEL,Belgium,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,126.145586,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CAN,Canada,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,109.254343,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CHL,Chile,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,45.630503,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,COL,Colombia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,31.357345,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CRI,Costa Rica,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,37.463202,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CZE,Czechia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,75.419061,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,DNK,Denmark,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,142.088028,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,EST,Estonia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,50.954273,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,FIN,Finland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,112.178138,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,FRA,France,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,118.549104,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,DEU,Germany,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,127.550803,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,78.256145,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,HUN,Hungary,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,54.966749,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,ISL,Iceland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,121.066218,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,IRL,Ireland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,118.917675,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,ISR,Israel,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,79.733631,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,ITA,Italy,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,127.159533,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,JPN,Japan,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,102.995048,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,58.242371,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,LVA,Latvia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,34.312863,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,LTU,Lithuania,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,39.740699,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,LUX,Luxembourg,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,259.794319,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,MEX,Mexico,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,51.964567,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,NLD,Netherlands,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,136.680213,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,NZL,New Zealand,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,87.485993,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,NOR,Norway,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,158.670127,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,POL,Poland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,45.292489,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,PRT,Portugal,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,87.723832,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,SVK,Slovak Republic,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,48.675524,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,SVN,Slovenia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,74.318919,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,94.789386,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,SWE,Sweden,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,115.966192,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,164.469927,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,TUR,Türkiye,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,41.169492,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,GBR,United Kingdom,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,113.805898,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,USA,United States,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,134.617094,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,OECD26,OECD (26 countries),S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1998,,106.862639,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,AUS,Australia,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1999,,118.464798,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,AUT,Austria,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1999,,134.372132,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,BEL,Belgium,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1999,,127.032293,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CAN,Canada,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1999,,111.076873,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_MULT_INDICES(2.0),Annual GDP and consumption per capita  - multilateral indices,I,A,Annual,CHL,Chile,S1,Total economy,S1,Total economy,B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_B1GQ_POP_PPP_OECD,Percentage of PPP converted GDP per capita of OECD,LR,Chain linked volume (rebased),MIX_100,Multilateral index rebased to 100,T0102,Table 0102 - GDP identity from the expenditure side,1999,,43.776237,,2020,,F,Free (free for publication),1,One,E,Estimated value,0,Units,_Z,Not applicable
