REF_AREA,Reference area,AGE,Age,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,fertility_rate
BGR,Bulgaria,Y40T44,From 40 to 44 years,1991,0.00856,A,Normal value,0.00856
GBR,United Kingdom,Y45T49,From 45 to 49 years,1991,0.00145,A,Normal value,0.00145
LTU,Lithuania,Y40T44,From 40 to 44 years,1991,0.0225,A,Normal value,0.0225
FIN,Finland,Y40T44,From 40 to 44 years,1991,0.03698,A,Normal value,0.03698
IRL,Ireland,Y30T34,From 30 to 34 years,1991,0.61835,A,Normal value,0.61835
CZE,Czechia,Y30T34,From 30 to 34 years,1991,0.18633,A,Normal value,0.18633
ITA,Italy,Y40T44,From 40 to 44 years,1991,0.0268699999999999,A,Normal value,0.0268699999999999
POL,Poland,Y30T34,From 30 to 34 years,1991,0.30379,A,Normal value,0.30379
HUN,Hungary,Y30T34,From 30 to 34 years,1991,0.25256,A,Normal value,0.25256
SVN,Slovenia,Y30T34,From 30 to 34 years,1991,0.20037,A,Normal value,0.20037
NLD,Netherlands,Y15T19,From 15 to 19 years,1991,0.04,A,Normal value,0.04
CAN,Canada,Y15T19,From 15 to 19 years,1991,0.129,A,Normal value,0.129
ITA,Italy,Y15T19,From 15 to 19 years,1991,0.03985,A,Normal value,0.03985
CHE,Switzerland,Y15T19,From 15 to 19 years,1991,0.03776,A,Normal value,0.03776
EST,Estonia,Y45T49,From 45 to 49 years,1991,0.00081,A,Normal value,0.00081
SWE,Sweden,Y45T49,From 45 to 49 years,1991,0.00138,A,Normal value,0.00138
DNK,Denmark,Y45T49,From 45 to 49 years,1991,0.00058,A,Normal value,0.00058
IRL,Ireland,_T,Total,1991,2.08,A,Normal value,2.08
EST,Estonia,_T,Total,1991,1.8,A,Normal value,1.8
CAN,Canada,_T,Total,1991,1.72,A,Normal value,1.72
NLD,Netherlands,_T,Total,1991,1.61,A,Normal value,1.61
CHE,Switzerland,Y25T29,From 25 to 29 years,1991,0.61984,A,Normal value,0.61984
DNK,Denmark,_T,Total,1991,1.68,A,Normal value,1.68
ROU,Romania,_T,Total,1991,1.59,A,Normal value,1.59
FRA,France,_T,Total,1991,1.77,A,Normal value,1.77
SVN,Slovenia,_T,Total,1991,1.42,A,Normal value,1.42
GBR,United Kingdom,Y25T29,From 25 to 29 years,1991,0.60084,A,Normal value,0.60084
BEL,Belgium,Y25T29,From 25 to 29 years,1991,0.70265,A,Normal value,0.70265
GRC,Greece,Y25T29,From 25 to 29 years,1991,0.47871,A,Normal value,0.47871
AUT,Austria,Y25T29,From 25 to 29 years,1991,0.53146,A,Normal value,0.53146
IRL,Ireland,Y15T19,From 15 to 19 years,1991,0.0875899999999999,A,Normal value,0.0875899999999999
LUX,Luxembourg,Y15T19,From 15 to 19 years,1991,0.0624599999999999,A,Normal value,0.0624599999999999
GRC,Greece,Y15T19,From 15 to 19 years,1991,0.08894,A,Normal value,0.08894
BEL,Belgium,Y20T24,From 20 to 24 years,1991,0.39114,A,Normal value,0.39114
BGR,Bulgaria,Y20T24,From 20 to 24 years,1991,0.7513299999999999,A,Normal value,0.7513299999999999
CHE,Switzerland,Y45T49,From 45 to 49 years,1991,0.00055,A,Normal value,0.00055
AUT,Austria,Y45T49,From 45 to 49 years,1991,0.00082,A,Normal value,0.00082
POL,Poland,Y40T44,From 40 to 44 years,1991,0.03016,A,Normal value,0.03016
ESP,Spain,Y30T34,From 30 to 34 years,1991,0.38163,A,Normal value,0.38163
FIN,Finland,Y30T34,From 30 to 34 years,1991,0.48441,A,Normal value,0.48441
POL,Poland,Y35T39,From 35 to 39 years,1991,0.12592,A,Normal value,0.12592
PRT,Portugal,Y35T39,From 35 to 39 years,1991,0.11981,A,Normal value,0.11981
CZE,Czechia,Y35T39,From 35 to 39 years,1991,0.0562999999999999,A,Normal value,0.0562999999999999
SVN,Slovenia,Y35T39,From 35 to 39 years,1991,0.06743,A,Normal value,0.06743
FRA,France,Y35T39,From 35 to 39 years,1991,0.16332,A,Normal value,0.16332
BEL,Belgium,Y40T44,From 40 to 44 years,1991,0.0178499999999999,A,Normal value,0.0178499999999999
CHE,Switzerland,Y40T44,From 40 to 44 years,1991,0.02224,A,Normal value,0.02224
LUX,Luxembourg,Y40T44,From 40 to 44 years,1991,0.0183899999999999,A,Normal value,0.0183899999999999
FRA,France,Y40T44,From 40 to 44 years,1991,0.02943,A,Normal value,0.02943
LUX,Luxembourg,Y35T39,From 35 to 39 years,1991,0.1328099999999999,A,Normal value,0.1328099999999999
AUT,Austria,Y35T39,From 35 to 39 years,1991,0.1075499999999999,A,Normal value,0.1075499999999999
ITA,Italy,Y35T39,From 35 to 39 years,1991,0.14663,A,Normal value,0.14663
FIN,Finland,Y35T39,From 35 to 39 years,1991,0.18542,A,Normal value,0.18542
BEL,Belgium,Y35T39,From 35 to 39 years,1991,0.11168,A,Normal value,0.11168
MLT,Malta,Y45T49,From 45 to 49 years,1991,0.0,A,Normal value,0.0
BGR,Bulgaria,Y45T49,From 45 to 49 years,1991,0.00037,A,Normal value,0.00037
AUS,Australia,Y45T49,From 45 to 49 years,1991,0.001,A,Normal value,0.001
NLD,Netherlands,Y40T44,From 40 to 44 years,1991,0.02,A,Normal value,0.02
ISL,Iceland,Y45T49,From 45 to 49 years,1991,0.0,A,Normal value,0.0
SWE,Sweden,Y40T44,From 40 to 44 years,1991,0.03692,A,Normal value,0.03692
HUN,Hungary,Y40T44,From 40 to 44 years,1991,0.01565,A,Normal value,0.01565
ROU,Romania,Y40T44,From 40 to 44 years,1991,0.01925,A,Normal value,0.01925
AUT,Austria,Y40T44,From 40 to 44 years,1991,0.0179099999999999,A,Normal value,0.0179099999999999
DNK,Denmark,Y40T44,From 40 to 44 years,1991,0.0208499999999999,A,Normal value,0.0208499999999999
IRL,Ireland,Y20T24,From 20 to 24 years,1991,0.32097,A,Normal value,0.32097
ROU,Romania,Y20T24,From 20 to 24 years,1991,0.6644300000000001,A,Normal value,0.6644300000000001
ESP,Spain,Y15T19,From 15 to 19 years,1991,0.0545,A,Normal value,0.0545
EST,Estonia,Y15T19,From 15 to 19 years,1991,0.26955,A,Normal value,0.26955
CZE,Czechia,Y15T19,From 15 to 19 years,1991,0.25177,A,Normal value,0.25177
DNK,Denmark,Y15T19,From 15 to 19 years,1991,0.0444,A,Normal value,0.0444
CHE,Switzerland,Y35T39,From 35 to 39 years,1991,0.15188,A,Normal value,0.15188
CYP,Cyprus,Y45T49,From 45 to 49 years,1991,7e-05,A,Normal value,7e-05
AUS,Australia,Y40T44,From 40 to 44 years,1991,0.0275,A,Normal value,0.0275
NLD,Netherlands,Y45T49,From 45 to 49 years,1991,0.0,A,Normal value,0.0
NOR,Norway,Y35T39,From 35 to 39 years,1991,0.17024,A,Normal value,0.17024
AUS,Australia,Y35T39,From 35 to 39 years,1991,0.18,A,Normal value,0.18
ROU,Romania,Y35T39,From 35 to 39 years,1991,0.0694,A,Normal value,0.0694
DNK,Denmark,Y35T39,From 35 to 39 years,1991,0.1484,A,Normal value,0.1484
IRL,Ireland,Y40T44,From 40 to 44 years,1991,0.07517,A,Normal value,0.07517
PRT,Portugal,Y15T19,From 15 to 19 years,1991,0.1171599999999999,A,Normal value,0.1171599999999999
SVK,Slovak Republic,Y15T19,From 15 to 19 years,1991,0.26298,A,Normal value,0.26298
AUT,Austria,Y15T19,From 15 to 19 years,1991,0.1083499999999999,A,Normal value,0.1083499999999999
GBR,United Kingdom,Y35T39,From 35 to 39 years,1991,0.15887,A,Normal value,0.15887
EST,Estonia,Y35T39,From 35 to 39 years,1991,0.09712,A,Normal value,0.09712
CAN,Canada,Y35T39,From 35 to 39 years,1991,0.1409999999999999,A,Normal value,0.1409999999999999
IRL,Ireland,Y35T39,From 35 to 39 years,1991,0.31367,A,Normal value,0.31367
BEL,Belgium,Y45T49,From 45 to 49 years,1991,0.00127,A,Normal value,0.00127
GRC,Greece,Y40T44,From 40 to 44 years,1991,0.01997,A,Normal value,0.01997
PRT,Portugal,Y40T44,From 40 to 44 years,1991,0.0282,A,Normal value,0.0282
POL,Poland,Y45T49,From 45 to 49 years,1991,0.00156,A,Normal value,0.00156
SVN,Slovenia,Y45T49,From 45 to 49 years,1991,0.00073,A,Normal value,0.00073
ITA,Italy,Y45T49,From 45 to 49 years,1991,0.00098,A,Normal value,0.00098
GBR,United Kingdom,Y40T44,From 40 to 44 years,1991,0.02643,A,Normal value,0.02643
CAN,Canada,Y45T49,From 45 to 49 years,1991,0.001,A,Normal value,0.001
HUN,Hungary,Y15T19,From 15 to 19 years,1991,0.20613,A,Normal value,0.20613
ISL,Iceland,Y15T19,From 15 to 19 years,1991,0.17148,A,Normal value,0.17148
ROU,Romania,Y15T19,From 15 to 19 years,1991,0.25523,A,Normal value,0.25523
POL,Poland,Y15T19,From 15 to 19 years,1991,0.16884,A,Normal value,0.16884
LTU,Lithuania,Y15T19,From 15 to 19 years,1991,0.22893,A,Normal value,0.22893
BGR,Bulgaria,Y15T19,From 15 to 19 years,1991,0.36619,A,Normal value,0.36619
ESP,Spain,Y40T44,From 40 to 44 years,1991,0.0289199999999999,A,Normal value,0.0289199999999999
NOR,Norway,Y40T44,From 40 to 44 years,1991,0.02623,A,Normal value,0.02623
AUS,Australia,Y30T34,From 30 to 34 years,1991,0.501,A,Normal value,0.501
FRA,France,Y30T34,From 30 to 34 years,1991,0.42445,A,Normal value,0.42445
ISL,Iceland,Y30T34,From 30 to 34 years,1991,0.51742,A,Normal value,0.51742
NLD,Netherlands,Y30T34,From 30 to 34 years,1991,0.54,A,Normal value,0.54
LTU,Lithuania,Y45T49,From 45 to 49 years,1991,0.0015099999999999,A,Normal value,0.0015099999999999
IRL,Ireland,Y45T49,From 45 to 49 years,1991,0.0043999999999999,A,Normal value,0.0043999999999999
CZE,Czechia,Y45T49,From 45 to 49 years,1991,0.00029,A,Normal value,0.00029
ROU,Romania,Y45T49,From 45 to 49 years,1991,0.0015799999999999,A,Normal value,0.0015799999999999
SWE,Sweden,_T,Total,1991,2.11,A,Normal value,2.11
NOR,Norway,_T,Total,1991,1.92,A,Normal value,1.92
FIN,Finland,_T,Total,1991,1.79,A,Normal value,1.79
ESP,Spain,Y25T29,From 25 to 29 years,1991,0.4929,A,Normal value,0.4929
SVN,Slovenia,Y25T29,From 25 to 29 years,1991,0.47461,A,Normal value,0.47461
FIN,Finland,Y25T29,From 25 to 29 years,1991,0.6663399999999999,A,Normal value,0.6663399999999999
DNK,Denmark,Y25T29,From 25 to 29 years,1991,0.67682,A,Normal value,0.67682
NOR,Norway,Y25T29,From 25 to 29 years,1991,0.7013499999999999,A,Normal value,0.7013499999999999
LUX,Luxembourg,Y45T49,From 45 to 49 years,1991,0.0012699999999999,A,Normal value,0.0012699999999999
FRA,France,Y45T49,From 45 to 49 years,1991,0.00165,A,Normal value,0.00165
ESP,Spain,Y45T49,From 45 to 49 years,1991,0.0018,A,Normal value,0.0018
GRC,Greece,Y45T49,From 45 to 49 years,1991,0.0015099999999999,A,Normal value,0.0015099999999999
AUT,Austria,Y30T34,From 30 to 34 years,1991,0.30047,A,Normal value,0.30047
DNK,Denmark,Y30T34,From 30 to 34 years,1991,0.44756,A,Normal value,0.44756
GRC,Greece,Y30T34,From 30 to 34 years,1991,0.28241,A,Normal value,0.28241
EST,Estonia,Y30T34,From 30 to 34 years,1991,0.22286,A,Normal value,0.22286
GBR,United Kingdom,_T,Total,1991,1.48,A,Normal value,1.48
AUS,Australia,_T,Total,1991,1.849,A,Normal value,1.849
CAN,Canada,Y30T34,From 30 to 34 years,1991,0.4194999999999999,A,Normal value,0.4194999999999999
CHE,Switzerland,Y30T34,From 30 to 34 years,1991,0.46336,A,Normal value,0.46336
PRT,Portugal,Y45T49,From 45 to 49 years,1991,0.00221,A,Normal value,0.00221
NOR,Norway,Y45T49,From 45 to 49 years,1991,0.00078,A,Normal value,0.00078
SVK,Slovak Republic,Y45T49,From 45 to 49 years,1991,0.0006199999999999,A,Normal value,0.0006199999999999
FIN,Finland,Y45T49,From 45 to 49 years,1991,0.0015999999999999,A,Normal value,0.0015999999999999
SVK,Slovak Republic,Y15T19,From 15 to 19 years,1992,0.24403,A,Normal value,0.24403
CZE,Czechia,Y40T44,From 40 to 44 years,1992,0.00901,A,Normal value,0.00901
EST,Estonia,Y25T29,From 25 to 29 years,1992,0.4245,A,Normal value,0.4245
FIN,Finland,Y45T49,From 45 to 49 years,1992,0.00214,A,Normal value,0.00214
SVK,Slovak Republic,Y30T34,From 30 to 34 years,1992,0.21988,A,Normal value,0.21988
DNK,Denmark,Y30T34,From 30 to 34 years,1992,0.49254,A,Normal value,0.49254
HUN,Hungary,Y30T34,From 30 to 34 years,1992,0.2425399999999999,A,Normal value,0.2425399999999999
FIN,Finland,Y25T29,From 25 to 29 years,1992,0.6873600000000001,A,Normal value,0.6873600000000001
SVK,Slovak Republic,Y40T44,From 40 to 44 years,1992,0.0155,A,Normal value,0.0155
ITA,Italy,Y40T44,From 40 to 44 years,1992,0.02923,A,Normal value,0.02923
DNK,Denmark,Y40T44,From 40 to 44 years,1992,0.02229,A,Normal value,0.02229
AUT,Austria,Y45T49,From 45 to 49 years,1992,0.00068,A,Normal value,0.00068
SVK,Slovak Republic,Y25T29,From 25 to 29 years,1992,0.5323,A,Normal value,0.5323
CYP,Cyprus,_T,Total,1992,2.48,A,Normal value,2.48
GRC,Greece,_T,Total,1992,1.36,A,Normal value,1.36
ISL,Iceland,_T,Total,1992,2.21,A,Normal value,2.21
AUS,Australia,Y25T29,From 25 to 29 years,1992,0.6625,A,Normal value,0.6625
HUN,Hungary,Y20T24,From 20 to 24 years,1992,0.67943,A,Normal value,0.67943
GRC,Greece,Y20T24,From 20 to 24 years,1992,0.37897,A,Normal value,0.37897
SWE,Sweden,Y20T24,From 20 to 24 years,1992,0.44817,A,Normal value,0.44817
CAN,Canada,Y20T24,From 20 to 24 years,1992,0.383,A,Normal value,0.383
GRC,Greece,Y45T49,From 45 to 49 years,1992,0.00177,A,Normal value,0.00177
GBR,United Kingdom,Y20T24,From 20 to 24 years,1992,0.42563,A,Normal value,0.42563
CZE,Czechia,Y20T24,From 20 to 24 years,1992,0.7688599999999999,A,Normal value,0.7688599999999999
LTU,Lithuania,Y20T24,From 20 to 24 years,1992,0.80877,A,Normal value,0.80877
BGR,Bulgaria,Y20T24,From 20 to 24 years,1992,0.68555,A,Normal value,0.68555
AUS,Australia,Y20T24,From 20 to 24 years,1992,0.375,A,Normal value,0.375
PRT,Portugal,Y20T24,From 20 to 24 years,1992,0.40213,A,Normal value,0.40213
CHE,Switzerland,Y20T24,From 20 to 24 years,1992,0.27975,A,Normal value,0.27975
AUS,Australia,_T,Total,1992,1.89,A,Normal value,1.89
POL,Poland,Y20T24,From 20 to 24 years,1992,0.75679,A,Normal value,0.75679
SVK,Slovak Republic,Y20T24,From 20 to 24 years,1992,0.8398199999999999,A,Normal value,0.8398199999999999
IRL,Ireland,Y20T24,From 20 to 24 years,1992,0.29862,A,Normal value,0.29862
ITA,Italy,Y35T39,From 35 to 39 years,1992,0.1535,A,Normal value,0.1535
GBR,United Kingdom,Y35T39,From 35 to 39 years,1992,0.16444,A,Normal value,0.16444
GRC,Greece,Y35T39,From 35 to 39 years,1992,0.10881,A,Normal value,0.10881
ITA,Italy,Y15T19,From 15 to 19 years,1992,0.03646,A,Normal value,0.03646
GBR,United Kingdom,_T,Total,1992,1.48,A,Normal value,1.48
AUT,Austria,Y25T29,From 25 to 29 years,1992,0.5284,A,Normal value,0.5284
LUX,Luxembourg,Y25T29,From 25 to 29 years,1992,0.62695,A,Normal value,0.62695
SVK,Slovak Republic,Y45T49,From 45 to 49 years,1992,0.00031,A,Normal value,0.00031
SVN,Slovenia,Y45T49,From 45 to 49 years,1992,0.00072,A,Normal value,0.00072
NLD,Netherlands,Y45T49,From 45 to 49 years,1992,0.0,A,Normal value,0.0
AUS,Australia,Y40T44,From 40 to 44 years,1992,0.031,A,Normal value,0.031
LUX,Luxembourg,_T,Total,1992,1.64,A,Normal value,1.64
NOR,Norway,Y40T44,From 40 to 44 years,1992,0.0267499999999999,A,Normal value,0.0267499999999999
LUX,Luxembourg,Y40T44,From 40 to 44 years,1992,0.0213599999999999,A,Normal value,0.0213599999999999
FIN,Finland,Y15T19,From 15 to 19 years,1992,0.0619,A,Normal value,0.0619
LTU,Lithuania,Y15T19,From 15 to 19 years,1992,0.24042,A,Normal value,0.24042
POL,Poland,Y15T19,From 15 to 19 years,1992,0.15311,A,Normal value,0.15311
NOR,Norway,Y15T19,From 15 to 19 years,1992,0.07558,A,Normal value,0.07558
FRA,France,Y15T19,From 15 to 19 years,1992,0.05699,A,Normal value,0.05699
BEL,Belgium,Y35T39,From 35 to 39 years,1992,0.1149999999999999,A,Normal value,0.1149999999999999
EST,Estonia,Y35T39,From 35 to 39 years,1992,0.0908699999999999,A,Normal value,0.0908699999999999
NOR,Norway,Y35T39,From 35 to 39 years,1992,0.17484,A,Normal value,0.17484
HUN,Hungary,Y35T39,From 35 to 39 years,1992,0.0830199999999999,A,Normal value,0.0830199999999999
ESP,Spain,Y35T39,From 35 to 39 years,1992,0.14134,A,Normal value,0.14134
EST,Estonia,Y40T44,From 40 to 44 years,1992,0.02022,A,Normal value,0.02022
POL,Poland,Y40T44,From 40 to 44 years,1992,0.02914,A,Normal value,0.02914
ISL,Iceland,Y40T44,From 40 to 44 years,1992,0.04949,A,Normal value,0.04949
NOR,Norway,Y30T34,From 30 to 34 years,1992,0.49163,A,Normal value,0.49163
LTU,Lithuania,Y30T34,From 30 to 34 years,1992,0.26086,A,Normal value,0.26086
BGR,Bulgaria,Y30T34,From 30 to 34 years,1992,0.12364,A,Normal value,0.12364
LUX,Luxembourg,Y30T34,From 30 to 34 years,1992,0.44132,A,Normal value,0.44132
ESP,Spain,Y15T19,From 15 to 19 years,1992,0.04944,A,Normal value,0.04944
GRC,Greece,Y15T19,From 15 to 19 years,1992,0.08374,A,Normal value,0.08374
FIN,Finland,Y30T34,From 30 to 34 years,1992,0.5009100000000001,A,Normal value,0.5009100000000001
FRA,France,Y30T34,From 30 to 34 years,1992,0.4273099999999999,A,Normal value,0.4273099999999999
EST,Estonia,Y30T34,From 30 to 34 years,1992,0.21816,A,Normal value,0.21816
SWE,Sweden,Y30T34,From 30 to 34 years,1992,0.56358,A,Normal value,0.56358
POL,Poland,Y30T34,From 30 to 34 years,1992,0.29415,A,Normal value,0.29415
SVN,Slovenia,Y35T39,From 35 to 39 years,1992,0.0607599999999999,A,Normal value,0.0607599999999999
DNK,Denmark,_T,Total,1992,1.76,A,Normal value,1.76
FIN,Finland,_T,Total,1992,1.85,A,Normal value,1.85
CAN,Canada,Y25T29,From 25 to 29 years,1992,0.608,A,Normal value,0.608
HUN,Hungary,Y25T29,From 25 to 29 years,1992,0.56075,A,Normal value,0.56075
FIN,Finland,Y20T24,From 20 to 24 years,1992,0.36088,A,Normal value,0.36088
AUT,Austria,Y35T39,From 35 to 39 years,1992,0.1101299999999999,A,Normal value,0.1101299999999999
AUT,Austria,Y15T19,From 15 to 19 years,1992,0.11,A,Normal value,0.11
CHE,Switzerland,Y15T19,From 15 to 19 years,1992,0.03448,A,Normal value,0.03448
IRL,Ireland,Y15T19,From 15 to 19 years,1992,0.08597,A,Normal value,0.08597
AUS,Australia,Y15T19,From 15 to 19 years,1992,0.11,A,Normal value,0.11
EST,Estonia,Y15T19,From 15 to 19 years,1992,0.25393,A,Normal value,0.25393
BEL,Belgium,Y40T44,From 40 to 44 years,1992,0.01791,A,Normal value,0.01791
NLD,Netherlands,Y40T44,From 40 to 44 years,1992,0.02,A,Normal value,0.02
NLD,Netherlands,Y35T39,From 35 to 39 years,1992,0.17,A,Normal value,0.17
LTU,Lithuania,Y35T39,From 35 to 39 years,1992,0.10513,A,Normal value,0.10513
LUX,Luxembourg,Y35T39,From 35 to 39 years,1992,0.15268,A,Normal value,0.15268
BGR,Bulgaria,Y35T39,From 35 to 39 years,1992,0.04027,A,Normal value,0.04027
FRA,France,Y35T39,From 35 to 39 years,1992,0.16539,A,Normal value,0.16539
ESP,Spain,Y40T44,From 40 to 44 years,1992,0.02789,A,Normal value,0.02789
IRL,Ireland,Y45T49,From 45 to 49 years,1992,0.00373,A,Normal value,0.00373
FIN,Finland,Y40T44,From 40 to 44 years,1992,0.03944,A,Normal value,0.03944
BGR,Bulgaria,Y25T29,From 25 to 29 years,1992,0.3280299999999999,A,Normal value,0.3280299999999999
ITA,Italy,Y25T29,From 25 to 29 years,1992,0.46497,A,Normal value,0.46497
SVN,Slovenia,_T,Total,1992,1.33,A,Normal value,1.33
FRA,France,_T,Total,1992,1.73,A,Normal value,1.73
ROU,Romania,_T,Total,1992,1.51,A,Normal value,1.51
NOR,Norway,_T,Total,1992,1.88,A,Normal value,1.88
SWE,Sweden,_T,Total,1992,2.09,A,Normal value,2.09
CAN,Canada,_T,Total,1992,1.71,A,Normal value,1.71
EST,Estonia,_T,Total,1992,1.71,A,Normal value,1.71
IRL,Ireland,_T,Total,1992,1.99,A,Normal value,1.99
SVK,Slovak Republic,_T,Total,1992,1.93,A,Normal value,1.93
BEL,Belgium,Y15T19,From 15 to 19 years,1992,0.05673,A,Normal value,0.05673
BGR,Bulgaria,Y15T19,From 15 to 19 years,1992,0.35086,A,Normal value,0.35086
DNK,Denmark,Y15T19,From 15 to 19 years,1992,0.04765,A,Normal value,0.04765
ROU,Romania,Y20T24,From 20 to 24 years,1992,0.66071,A,Normal value,0.66071
LTU,Lithuania,Y25T29,From 25 to 29 years,1992,0.52888,A,Normal value,0.52888
ESP,Spain,Y45T49,From 45 to 49 years,1992,0.0015999999999999,A,Normal value,0.0015999999999999
GRC,Greece,Y30T34,From 30 to 34 years,1992,0.28749,A,Normal value,0.28749
CZE,Czechia,Y25T29,From 25 to 29 years,1992,0.47522,A,Normal value,0.47522
IRL,Ireland,Y25T29,From 25 to 29 years,1992,0.6191099999999999,A,Normal value,0.6191099999999999
LUX,Luxembourg,Y45T49,From 45 to 49 years,1992,0.00077,A,Normal value,0.00077
CHE,Switzerland,Y45T49,From 45 to 49 years,1992,0.00083,A,Normal value,0.00083
ESP,Spain,Y30T34,From 30 to 34 years,1992,0.39698,A,Normal value,0.39698
ITA,Italy,Y45T49,From 45 to 49 years,1992,0.0017499999999999,A,Normal value,0.0017499999999999
CYP,Cyprus,Y45T49,From 45 to 49 years,1992,0.00013,A,Normal value,0.00013
HUN,Hungary,Y45T49,From 45 to 49 years,1992,0.00058,A,Normal value,0.00058
NOR,Norway,Y45T49,From 45 to 49 years,1992,0.0008799999999999,A,Normal value,0.0008799999999999
BGR,Bulgaria,Y40T44,From 40 to 44 years,1992,0.00928,A,Normal value,0.00928
LTU,Lithuania,Y40T44,From 40 to 44 years,1992,0.02292,A,Normal value,0.02292
PRT,Portugal,Y40T44,From 40 to 44 years,1992,0.02742,A,Normal value,0.02742
SVK,Slovak Republic,Y35T39,From 35 to 39 years,1992,0.07715,A,Normal value,0.07715
SWE,Sweden,Y35T39,From 35 to 39 years,1992,0.2205599999999999,A,Normal value,0.2205599999999999
ROU,Romania,Y40T44,From 40 to 44 years,1992,0.0178499999999999,A,Normal value,0.0178499999999999
CHE,Switzerland,Y40T44,From 40 to 44 years,1992,0.02337,A,Normal value,0.02337
NLD,Netherlands,_T,Total,1992,1.59,A,Normal value,1.59
CAN,Canada,Y30T34,From 30 to 34 years,1992,0.4305,A,Normal value,0.4305
NLD,Netherlands,Y30T34,From 30 to 34 years,1992,0.5500000000000002,A,Normal value,0.5500000000000002
ISL,Iceland,Y30T34,From 30 to 34 years,1992,0.54162,A,Normal value,0.54162
AUS,Australia,Y30T34,From 30 to 34 years,1992,0.523,A,Normal value,0.523
AUT,Austria,Y40T44,From 40 to 44 years,1992,0.01873,A,Normal value,0.01873
IRL,Ireland,Y40T44,From 40 to 44 years,1992,0.0711,A,Normal value,0.0711
CAN,Canada,Y45T49,From 45 to 49 years,1992,0.0005,A,Normal value,0.0005
SVN,Slovenia,Y40T44,From 40 to 44 years,1992,0.01338,A,Normal value,0.01338
GBR,United Kingdom,Y40T44,From 40 to 44 years,1992,0.02804,A,Normal value,0.02804
GBR,United Kingdom,Y15T19,From 15 to 19 years,1992,0.1513,A,Normal value,0.1513
CAN,Canada,Y40T44,From 40 to 44 years,1992,0.0209999999999999,A,Normal value,0.0209999999999999
FRA,France,Y45T49,From 45 to 49 years,1992,0.0015,A,Normal value,0.0015
CZE,Czechia,Y35T39,From 35 to 39 years,1992,0.05216,A,Normal value,0.05216
PRT,Portugal,Y35T39,From 35 to 39 years,1992,0.1183299999999999,A,Normal value,0.1183299999999999
POL,Poland,Y35T39,From 35 to 39 years,1992,0.12264,A,Normal value,0.12264
CHE,Switzerland,Y35T39,From 35 to 39 years,1992,0.15466,A,Normal value,0.15466
IRL,Ireland,Y35T39,From 35 to 39 years,1992,0.30471,A,Normal value,0.30471
CAN,Canada,Y35T39,From 35 to 39 years,1992,0.145,A,Normal value,0.145
