country,year,wage_gap
United States,2004,24.45887446
United States,2005,22.99465241
United States,2006,23.6869207
United States,2007,21.86588921
United States,2008,23.36103416
United States,2009,24.03508772
United States,2010,21.61204606
United States,2011,21.15384615
United States,2012,21.99661591
United States,2013,22.04658902
United States,2014,22.12096106
United States,2015,23.77622378
United States,2016,20.48286604
United States,2017,20.89665654
United States,2018,21.02973169
United States,2019,21.11498258
United States,2020,19.40199336
United States,2021,17.73879142
United States,2022,21.6152019
United States,2023,17.90697674
United States,2024,19.44444444
