country,year,education_gap
Poland,2017,-10.827872
Poland,2018,-11.368434
Poland,2019,-11.489943
Poland,2020,-11.975914
Poland,2021,-12.395475387573239
Poland,2022,-12.949308000000002
Poland,2023,-13.353958129999999
Poland,2024,-13.357498168945312
Portugal,1994,-1.8732215000000014
Portugal,1995,-2.237361
Portugal,1998,-2.5209665
Portugal,1999,-2.0938296000000003
Portugal,2000,-2.462632000000001
Portugal,2001,-3.1815749999999996
Portugal,2002,-4.1319631
Portugal,2003,-4.2227245
Portugal,2004,-4.486814000000001
Portugal,2005,-4.324546999999999
Portugal,2006,-4.335089999999999
Portugal,2007,-5.226805999999998
Portugal,2008,-5.550625
Portugal,2009,-5.348202000000001
Portugal,2010,-6.282871999999999
Portugal,2011,-5.391300000000001
Portugal,2012,-5.840139000000001
Portugal,2013,-7.6562730000000006
Portugal,2014,-8.58181190490723
Portugal,2015,-8.466072082519531
Portugal,2016,-8.50354194641113
Portugal,2017,-9.28743934631347
Portugal,2018,-10.104585647583
Portugal,2019,-9.10802841186523
Portugal,2020,-9.869375228881832
Portugal,2021,-11.075124740600593
Portugal,2022,-10.488618850707997
Portugal,2023,-9.303520202636719
Portugal,2024,-10.2790412902832
Romania,2015,-1.5007449999999984
Romania,2019,-2.534423828125
Romania,2021,-3.2564579999999985
Romania,2022,-3.8313694
Romania,2023,-3.974479670000001
Romania,2024,-4.291326522827152
Slovak Republic,1997,2.264971900000001
Slovak Republic,1998,2.2272824999999994
Slovak Republic,1999,1.9206056999999994
Slovak Republic,2000,1.1543218
Slovak Republic,2001,0.7034640000000003
Slovak Republic,2002,-0.21982000000000035
Slovak Republic,2003,0.04207000000000072
Slovak Republic,2004,-0.0004129999999999967
Slovak Republic,2005,1.2027009999999994
Slovak Republic,2006,1.1856150000000003
Slovak Republic,2007,-0.6011610000000012
Slovak Republic,2008,-0.5994209999999995
Slovak Republic,2009,-1.7416870000000007
Slovak Republic,2010,-3.2445109999999993
Slovak Republic,2011,-3.574902999999999
Slovak Republic,2012,-4.5566390000000006
Slovak Republic,2013,-4.008399999999998
Slovak Republic,2014,-4.304499
Slovak Republic,2015,-5.494575000000001
Slovak Republic,2016,-6.227823000000001
Slovak Republic,2017,-6.692047000000002
Slovak Republic,2018,-7.232264000000001
Slovak Republic,2019,-8.210106
Slovak Republic,2020,-9.585608
Slovak Republic,2021,-10.845393999999999
Slovak Republic,2022,-10.685731999999998
Slovak Republic,2023,-8.784996029999999
Slovak Republic,2024,-10.082212448120114
Slovenia,2000,-3.2191550000000007
Slovenia,2002,-3.7191020000000012
Slovenia,2003,-4.665596999999998
Slovenia,2004,-5.274387000000001
Slovenia,2005,-5.248595999999999
Slovenia,2006,-6.081378999999998
Slovenia,2007,-7.056549
Slovenia,2008,-7.464445000000001
Slovenia,2009,-8.911605000000002
Slovenia,2010,-8.681061
Slovenia,2011,-9.839090000000002
Slovenia,2012,-10.892473000000003
Slovenia,2013,-10.593215999999998
Slovenia,2014,-10.632200999999998
Slovenia,2015,-12.640060000000002
Slovenia,2016,-13.273169
Slovenia,2017,-10.960224000000004
Slovenia,2018,-12.48416
Slovenia,2019,-13.433928000000002
Slovenia,2020,-13.742187000000001
Slovenia,2021,-14.654181999999999
Slovenia,2022,-15.728168490000002
Slovenia,2023,-16.460887910000004
Slovenia,2024,-16.916898727416992
South Africa,2010,1.7115954999999996
South Africa,2011,1.7636724
South Africa,2012,0.9403091000000003
South Africa,2013,0.3973840000000006
South Africa,2014,0.11783300000000096
South Africa,2015,-1.0358250000000009
South Africa,2016,-1.195449
South Africa,2017,-1.1364099999999997
South Africa,2018,-1.0458739999999995
South Africa,2019,-1.3197369999999982
South Africa,2020,-2.054309999999999
South Africa,2022,-2.312042
South Africa,2024,-0.9672975540161133
Spain,1981,2.8436389
Spain,1989,1.9456971000000003
Spain,1991,1.593076
Spain,1992,3.284484000000001
Spain,1994,2.776718999999998
Spain,1995,2.801627
Spain,1997,2.2142659999999985
Spain,1998,1.936287
Spain,1999,2.100961999999999
Spain,2000,1.6893519999999995
Spain,2001,1.1884060000000005
Spain,2002,0.49207299999999776
Spain,2003,0.26981500000000125
Spain,2004,-0.4528540000000021
Spain,2005,-0.6503680000000003
Spain,2006,-1.091866999999997
Spain,2007,-1.3454590000000017
Spain,2008,-1.3234539999999981
Spain,2009,-2.229269000000002
Spain,2010,-2.9236700000000013
Spain,2011,-2.803468999999996
Spain,2012,-3.166024
Spain,2013,-3.3835949999999997
Spain,2014,-3.7347139999999968
Spain,2015,-4.847549000000001
Spain,2016,-5.416136999999999
Spain,2017,-5.179722000000005
Spain,2018,-5.206272999999996
Spain,2019,-5.508583000000002
Spain,2020,-5.973033999999998
Spain,2021,-6.586494440000003
Spain,2022,-7.263568999999997
Spain,2023,-7.087516789999995
Spain,2024,-6.60760498046875
Sweden,1981,0.541048
Sweden,1989,-1.201359
Sweden,1991,-0.6732249999999986
Sweden,1992,-0.8433659999999996
Sweden,1994,-2.525932000000001
Sweden,1995,-2.395227000000002
Sweden,1997,-2.6421460000000003
Sweden,1998,-3.079369
Sweden,1999,-3.3571450000000027
Sweden,2000,-4.088978000000001
Sweden,2001,-3.8543420000000026
Sweden,2002,-4.505877999999999
Sweden,2003,-4.890519000000001
Sweden,2004,-5.865229999999997
Sweden,2005,-9.282294
Sweden,2006,-9.170851999999996
Sweden,2007,-9.176558
Sweden,2008,-9.620020000000004
Sweden,2009,-9.976157000000004
Sweden,2010,-9.954632
Sweden,2011,-11.421216999999999
Sweden,2012,-11.395814999999999
Sweden,2013,-11.889500000000002
Sweden,2014,-12.513103999999998
Sweden,2015,-13.732441000000001
Sweden,2016,-13.583835999999998
Sweden,2017,-13.148376999999996
Sweden,2018,-13.875275000000002
Sweden,2019,-14.605331
Sweden,2020,-14.864669999999997
Sweden,2021,-14.873439789999999
Sweden,2022,-15.12639618
Sweden,2023,-14.486881259999997
Sweden,2024,-15.70474624633789
Switzerland,1989,20.431339
Switzerland,1991,17.572726
Switzerland,1992,18.538047
Switzerland,1994,20.654806999999998
Switzerland,1995,20.5356
Switzerland,1997,19.080976999999997
Switzerland,1998,20.229573000000002
Switzerland,1999,20.016231
Switzerland,2000,19.493046999999997
Switzerland,2001,19.307899
Switzerland,2002,17.663542000000003
Switzerland,2003,17.766236999999997
Switzerland,2004,18.242607
Switzerland,2005,17.383612
Switzerland,2006,17.299139
Switzerland,2007,16.282232999999998
Switzerland,2008,15.851080000000003
Switzerland,2009,15.552561
Switzerland,2010,12.610080000000004
Switzerland,2011,11.805935000000002
Switzerland,2012,11.88553
Switzerland,2013,11.354033000000001
Switzerland,2014,10.423172000000001
Switzerland,2015,8.933701
Switzerland,2016,9.481575
Switzerland,2017,9.322162999999996
Switzerland,2018,7.945544999999996
Switzerland,2019,7.401020000000003
Switzerland,2020,6.1709260000000015
Switzerland,2021,5.52317
Switzerland,2022,5.222763059999998
Switzerland,2023,4.795249939999998
Switzerland,2024,4.543621063232422
Türkiye,1991,3.1441054
Türkiye,1992,3.7610667
Türkiye,1994,2.9067420999999998
Türkiye,1995,3.0291365999999993
Türkiye,1997,2.9851465999999993
Türkiye,1998,3.1684966
Türkiye,1999,2.9892984
Türkiye,2000,2.888246500000001
Türkiye,2001,2.9950923000000005
Türkiye,2002,3.2435038
Türkiye,2003,3.6896793999999993
Türkiye,2004,3.860258400000001
Türkiye,2005,3.6328692
Türkiye,2006,3.5195317
Türkiye,2007,3.5463599000000006
Türkiye,2008,3.4634359999999997
Türkiye,2009,3.1173199999999994
Türkiye,2010,3.5455879999999986
Türkiye,2011,3.540846
Türkiye,2012,3.432570000000002
Türkiye,2013,3.4039409999999997
Türkiye,2014,3.3031869999999994
Türkiye,2015,3.0726809999999993
Türkiye,2016,2.8953380000000024
Türkiye,2017,2.4521729999999984
Türkiye,2018,2.0822889999999994
Türkiye,2019,2.284642999999999
Türkiye,2021,1.211112
Türkiye,2022,0.552112000000001
Türkiye,2023,0.3000125899999979
Türkiye,2024,0.2142200469970703
United Kingdom,1997,2.2564889999999984
United Kingdom,1998,2.3182550000000006
United Kingdom,1999,2.489253999999999
United Kingdom,2000,2.197903
United Kingdom,2001,1.5902480000000025
United Kingdom,2002,0.7185839999999999
United Kingdom,2003,1.1428070000000012
United Kingdom,2004,0.8231850000000023
United Kingdom,2005,0.4355550000000008
United Kingdom,2006,-0.15543299999999505
United Kingdom,2007,-0.3340870000000038
United Kingdom,2008,-0.11585599999999374
United Kingdom,2009,-0.24602900000000005
United Kingdom,2010,-0.21563299999999685
United Kingdom,2011,-0.7086910000000017
United Kingdom,2012,-1.215366000000003
United Kingdom,2013,-2.2133370000000028
United Kingdom,2014,-2.589290999999996
United Kingdom,2015,-1.440178000000003
United Kingdom,2016,-1.126540999999996
United Kingdom,2017,-2.2925460000000015
United Kingdom,2018,-3.980319999999999
United Kingdom,2019,-4.158245086669922
United Kingdom,2020,-5.033561706542969
United Kingdom,2021,-4.197818756103516
United Kingdom,2022,-3.7896499633789062
United Kingdom,2023,-3.4602928161621094
United Kingdom,2024,-4.618129730224609
United States,1981,7.932899000000001
United States,1982,8.110679000000001
United States,1983,8.223337999999998
United States,1984,7.642788999999997
United States,1985,7.324296999999998
United States,1986,6.959755999999999
United States,1987,6.894576000000001
United States,1988,6.920269000000001
United States,1989,6.128247999999999
United States,1990,5.623261999999997
United States,1991,4.776857
United States,1992,3.386123999999999
United States,1993,3.460402000000002
United States,1994,2.993641
United States,1995,3.186390000000003
United States,1996,1.5235330000000005
United States,1997,1.0867389999999943
United States,1998,1.2102509999999995
United States,1999,1.4790199999999984
United States,2000,0.7500339999999994
United States,2001,0.038710999999999274
United States,2002,-0.3325499999999977
United States,2003,-1.0149650000000037
United States,2004,-1.208034000000005
United States,2005,-2.176804000000004
United States,2006,-2.2577210000000036
United States,2007,-2.9631800000000013
United States,2008,-3.482128000000003
United States,2009,-4.422089
United States,2010,-4.687263999999999
United States,2011,-4.332619000000001
United States,2012,-4.253478999999999
United States,2013,-5.009063999999995
United States,2014,-5.447963999999999
United States,2015,-5.676617
United States,2016,-5.7910499999999985
United States,2017,-6.506359000000003
United States,2018,-6.1224790000000056
United States,2019,-6.510452000000001
United States,2020,-6.864495000000005
United States,2021,-8.137183999999998
United States,2022,-8.077156000000002
United States,2023,-7.926670080000001
