country,year,part_time_gap
Ireland,1993,-44.21563748
Ireland,1994,-42.759439619999995
Ireland,1995,-43.944289919999996
Ireland,1996,-45.99071658
Ireland,1997,-45.12242384000001
Ireland,1998,-46.37271428
Ireland,1999,-50.32545665999999
Ireland,2000,-56.04815747999999
Ireland,2001,-59.167732660000006
Ireland,2002,-60.222850099999995
Ireland,2003,-59.893377560000005
Ireland,2004,-62.822867839999994
Ireland,2005,-62.71943818
Ireland,2006,-60.71518764000001
Ireland,2007,-61.406059279999994
Ireland,2008,-59.19255749999999
Ireland,2009,-58.169999999999995
Ireland,2010,-55.397999999999996
Ireland,2011,-53.580000000000005
Ireland,2012,-51.322
Ireland,2013,-47.93000000000001
Ireland,2014,-47.09
Ireland,2015,-48.818000000000005
Ireland,2016,-47.744
Ireland,2017,-51.036
Ireland,2018,-49.849999999999994
Ireland,2019,-52.476
Ireland,2020,-54.062000000000005
Ireland,2021,-53.04599999999999
Ireland,2022,-54.01599999999999
Ireland,2023,-52.11600000000001
Ireland,2024,-49.01400000000001
Israel,1995,-54.995181099999996
Israel,1996,-52.389554860000004
Israel,1997,-54.612368720000006
Israel,1998,-55.54281824
Israel,1999,-52.97501546000001
Israel,2000,-54.38266962
Israel,2001,-52.69996140000001
Israel,2002,-52.34445263999999
Israel,2003,-51.580689080000006
Israel,2004,-49.89007332
Israel,2005,-53.75854960000001
Israel,2006,-52.0293011
Israel,2007,-49.922725680000006
Israel,2008,-48.52548719999999
Israel,2009,-48.852000000000004
Israel,2010,-49.708
Israel,2011,-48.717999999999996
Israel,2012,-39.355999999999995
Israel,2013,-39.958
Israel,2014,-40.467999999999996
Israel,2015,-39.467999999999996
Israel,2016,-40.49799999999999
Israel,2017,-41.382000000000005
Israel,2018,-42.925999999999995
Israel,2019,-41.151999999999994
Israel,2020,-41.93600000000001
Israel,2021,-42.22800000000001
Israel,2022,-42.934
Israel,2023,-40.98599999999999
Israel,2024,-43.166
Italy,1983,-38.968216979999994
Italy,1984,-41.014599260000004
Italy,1985,-38.438578879999994
Italy,1986,-38.95142354000001
Italy,1987,-40.35799531999999
Italy,1988,-41.19881942000001
Italy,1989,-44.496625599999994
Italy,1990,-43.78969726
Italy,1991,-45.204886179999995
Italy,1992,-40.80257728000001
Italy,1993,-44.725610399999994
Italy,1994,-47.354330000000004
Italy,1995,-43.66130874000001
Italy,1996,-44.846556920000005
Italy,1997,-44.348354879999995
Italy,1998,-45.77222499999999
Italy,1999,-44.616913780000004
Italy,2000,-43.69581170000001
Italy,2001,-46.07303256
Italy,2002,-49.93751162000001
Italy,2003,-51.29086662
Italy,2004,-57.682829559999995
Italy,2005,-58.806337799999994
Italy,2006,-58.20590526000001
Italy,2007,-59.015861599999994
Italy,2008,-56.95961564000001
Italy,2009,-57.867999999999995
Italy,2010,-57.068000000000005
Italy,2011,-56.635999999999996
Italy,2012,-53.47399999999999
Italy,2013,-50.93000000000001
Italy,2014,-49.726
Italy,2015,-49.891999999999996
Italy,2016,-49.072
Italy,2017,-50.123999999999995
Italy,2018,-52.316
Italy,2019,-52.30799999999999
Italy,2020,-50.608000000000004
Italy,2021,-48.732
Italy,2022,-51.663999999999994
Italy,2023,-52.988
Italy,2024,-53.038000000000004
Japan,2002,-51.39784946
Japan,2003,-50.526315780000004
Japan,2004,-51.374207180000006
Japan,2005,-53.31230284
Japan,2006,-54.88721803999999
Japan,2007,-53.48360656
Japan,2008,-50.99601594000001
Japan,2009,-49.75399999999999
Japan,2010,-50.696
Japan,2011,-52.050000000000004
Japan,2012,-52.22200000000001
Japan,2013,-51.672
Japan,2014,-50.53999999999999
Japan,2015,-51.24199999999999
Japan,2016,-52.897999999999996
Japan,2017,-54.76599999999999
Japan,2018,-52.635999999999996
Japan,2019,-48.93600000000001
Japan,2020,-45.544000000000004
Japan,2021,-45.693999999999996
Japan,2022,-48.28399999999999
Japan,2023,-48.06
Japan,2024,-44.56999999999999
Korea,1989,-14.300466799999995
Korea,1990,-17.34069128
Korea,1991,-24.343771899999993
Korea,1992,-27.601126980000004
Korea,1993,-27.497692580000006
Korea,1994,-27.284351720000004
Korea,1995,-27.811404080000003
Korea,1996,-32.229151419999994
Korea,1997,-29.17686906
Korea,1998,-13.336053579999998
Korea,1999,-13.782165320000004
Korea,2000,-17.94953468
Korea,2001,-20.923953979999993
Korea,2002,-20.017244579999996
Korea,2003,-22.285314099999994
Korea,2004,-21.99658386
Korea,2005,-19.8256298
Korea,2006,-21.0038519
Korea,2007,-22.15929258
Korea,2008,-22.773943900000006
Korea,2009,-24.055999999999997
Korea,2010,-26.206000000000003
Korea,2011,-15.525999999999996
Korea,2012,-25.92
Korea,2013,-24.894000000000005
Korea,2014,-29.383999999999993
Korea,2015,-30.687999999999995
Korea,2016,-32.422
Korea,2017,-29.711999999999996
Korea,2018,-30.611999999999995
Korea,2019,-29.951999999999998
Korea,2020,-24.054000000000002
Korea,2021,-26.248000000000005
Korea,2022,-25.623999999999995
Korea,2023,-27.989999999999995
Korea,2024,-28.247999999999998
Latvia,2000,-29.141284320000004
Latvia,2001,-27.448632700000005
Latvia,2002,-36.53639844
Latvia,2003,-37.93373123999999
Latvia,2004,-35.2842054
Latvia,2005,-40.88931016000001
Latvia,2006,-32.97220786
Latvia,2007,-36.35541666
Latvia,2008,-39.491874120000006
Latvia,2009,-29.544000000000004
Latvia,2010,-30.108000000000004
Latvia,2011,-26.724000000000004
Latvia,2012,-31.677999999999997
Latvia,2013,-31.895999999999994
Latvia,2014,-39.77600000000001
Latvia,2015,-40.24199999999999
Latvia,2016,-32.126000000000005
Latvia,2017,-35.56999999999999
Latvia,2018,-37.828
Latvia,2019,-30.635999999999996
Latvia,2020,-30.195999999999998
Latvia,2021,-32.63999999999999
Latvia,2022,-38.50200000000001
Latvia,2023,-33.138000000000005
Latvia,2024,-32.828
Lithuania,1998,-17.34944344
Lithuania,1999,-18.969792159999997
Lithuania,2000,-29.483283599999993
Lithuania,2001,-35.013768199999994
Lithuania,2002,-26.361142619999995
Lithuania,2003,-40.604880699999995
Lithuania,2004,-39.47906033999999
Lithuania,2005,-47.967798859999995
Lithuania,2006,-41.619498459999996
Lithuania,2007,-41.72511362
Lithuania,2008,-46.998341100000005
Lithuania,2009,-43.812000000000005
Lithuania,2010,-39.38399999999999
Lithuania,2011,-32.391999999999996
Lithuania,2012,-35.298
Lithuania,2013,-40.26400000000001
Lithuania,2014,-38.400000000000006
Lithuania,2015,-42.00200000000001
Lithuania,2016,-38.300000000000004
Lithuania,2017,-36.087999999999994
Lithuania,2018,-36.52799999999999
Lithuania,2019,-32.452
Lithuania,2020,-28.949999999999996
Lithuania,2021,-37.59
Lithuania,2022,-47.0
Lithuania,2023,-40.650000000000006
Lithuania,2024,-29.622000000000007
Luxembourg,1983,-78.9548399
Luxembourg,1984,-75.86213405999999
Luxembourg,1985,-77.73465691999999
Luxembourg,1986,-73.88995327999999
Luxembourg,1987,-77.45270524
Luxembourg,1988,-79.01937668
Luxembourg,1989,-74.13094215999999
Luxembourg,1990,-74.76585664000001
Luxembourg,1991,-80.944112105
Luxembourg,1992,-73.42820542000001
Luxembourg,1993,-76.21612017999999
Luxembourg,1994,-76.87761688
Luxembourg,1995,-78.73163216
Luxembourg,1996,-74.64431153999999
Luxembourg,1997,-77.92173756
Luxembourg,1998,-74.14286582
Luxembourg,1999,-83.810899783
Luxembourg,2000,-81.519491355
Luxembourg,2001,-83.525074398
Luxembourg,2002,-80.61425976000001
Luxembourg,2003,-84.913498275
Luxembourg,2004,-84.394869039
Luxembourg,2005,-86.32074073599999
Luxembourg,2006,-86.157460559
Luxembourg,2007,-87.831210825
Luxembourg,2008,-85.635859341
Luxembourg,2009,-65.96799999999999
Luxembourg,2010,-70.858
Luxembourg,2011,-66.68799999999999
Luxembourg,2012,-64.59800000000001
Luxembourg,2013,-66.076
Luxembourg,2014,-63.894000000000005
Luxembourg,2015,-63.675999999999995
Luxembourg,2016,-60.50800000000001
Luxembourg,2017,-67.982
Luxembourg,2018,-63.262
Luxembourg,2019,-60.419999999999995
Luxembourg,2020,-57.163999999999994
Luxembourg,2021,-48.99600000000001
Luxembourg,2022,-53.48599999999999
Luxembourg,2023,-42.586000000000006
Luxembourg,2024,-49.647999999999996
Malta,2000,-26.538991980000006
Malta,2001,-31.688088920000006
Malta,2002,-42.06676415999999
Malta,2003,-45.00368702
Malta,2004,-31.802738559999995
Malta,2005,-34.431923579999996
Malta,2006,-36.742668540000004
Malta,2007,-50.73897066000001
Malta,2008,-53.14855118
Malta,2009,-47.25200000000001
Malta,2010,-48.096000000000004
Malta,2011,-40.77199999999999
Malta,2012,-44.53
Malta,2013,-40.786
Malta,2014,-46.831999999999994
Malta,2015,-49.24799999999999
Malta,2016,-44.018
Malta,2017,-47.318000000000005
Malta,2018,-43.653999999999996
Malta,2019,-39.925999999999995
Malta,2020,-44.370000000000005
Malta,2021,-40.379999999999995
Malta,2022,-48.51599999999999
Malta,2023,-39.47800000000001
Malta,2024,-38.45400000000001
Mexico,1995,-24.984782460000005
Mexico,1996,-27.002325979999995
Mexico,1997,-30.281574080000006
Mexico,1998,-30.058098699999995
Mexico,1999,-32.94769674
Mexico,2000,-32.61400922000001
Mexico,2001,-30.8284151
Mexico,2002,-34.248954440000006
Mexico,2003,-34.12573242
Mexico,2004,-33.03946268000001
Mexico,2005,-24.75932734
Mexico,2006,-24.228173440000006
Mexico,2007,-22.886983279999995
Mexico,2008,-20.639415119999995
Mexico,2009,-18.988
Mexico,2010,-18.573999999999998
Mexico,2011,-17.790000000000006
Mexico,2012,-17.427999999999997
Mexico,2013,-17.415999999999997
Mexico,2014,-17.861999999999995
Mexico,2015,-18.848
Mexico,2016,-19.53
Mexico,2017,-20.224000000000004
Mexico,2018,-21.073999999999998
Mexico,2019,-22.739999999999995
Mexico,2020,-17.715999999999994
Mexico,2021,-18.762
Mexico,2022,-22.227999999999994
Mexico,2023,-24.214
Mexico,2024,-23.805999999999997
Netherlands,1983,-60.792804460000006
Netherlands,1985,-59.966820180000006
Netherlands,1987,-40.926065740000006
Netherlands,1988,-41.220140060000006
Netherlands,1989,-42.933749479999996
Netherlands,1990,-42.79690972
Netherlands,1991,-42.66089636000001
Netherlands,1992,-53.206987940000005
Netherlands,1993,-55.109577900000005
Netherlands,1994,-55.688462560000005
Netherlands,1995,-54.53499388
Netherlands,1996,-56.76467761999999
Netherlands,1997,-57.09460279999999
Netherlands,1998,-54.13720581999999
Netherlands,1999,-56.510110739999995
Netherlands,2000,-54.49896912
Netherlands,2001,-54.597505299999995
Netherlands,2002,-54.35806253999999
Netherlands,2003,-54.078685379999996
Netherlands,2004,-54.455466599999994
Netherlands,2005,-54.93011161999999
Netherlands,2006,-54.42663311999999
Netherlands,2007,-53.8469494
Netherlands,2008,-53.89423708000001
Netherlands,2009,-52.388000000000005
Netherlands,2010,-53.208
Netherlands,2011,-53.861999999999995
Netherlands,2012,-52.885999999999996
Netherlands,2013,-50.87200000000001
Netherlands,2014,-49.949999999999996
Netherlands,2015,-49.51400000000001
Netherlands,2016,-50.54599999999999
Netherlands,2017,-49.61000000000001
Netherlands,2018,-48.72
Netherlands,2019,-48.120000000000005
Netherlands,2020,-47.635999999999996
Netherlands,2021,-46.705999999999996
Netherlands,2022,-44.03
Netherlands,2023,-43.831999999999994
Netherlands,2024,-44.458
New Zealand,1986,-63.779527099999996
New Zealand,1987,-62.635716800000004
New Zealand,1988,-61.890802320000006
New Zealand,1989,-59.13658336
New Zealand,1990,-57.953358460000004
New Zealand,1991,-52.675866979999995
New Zealand,1992,-51.40310352
New Zealand,1993,-52.052117460000005
New Zealand,1994,-54.368632420000004
New Zealand,1995,-52.37529662
New Zealand,1996,-53.52811517999999
New Zealand,1997,-51.08724871999999
New Zealand,1998,-50.820539880000005
New Zealand,1999,-49.595617000000004
New Zealand,2000,-49.14984138
New Zealand,2001,-50.297080599999994
New Zealand,2002,-48.61248752
New Zealand,2003,-50.39254181999999
New Zealand,2004,-50.698122579999996
New Zealand,2005,-53.26215930000001
New Zealand,2006,-52.896122319999996
New Zealand,2007,-50.00000041999999
New Zealand,2008,-50.08096187999999
New Zealand,2009,-48.418000000000006
New Zealand,2010,-48.288000000000004
New Zealand,2011,-50.614000000000004
New Zealand,2012,-52.06399999999999
New Zealand,2013,-51.668000000000006
New Zealand,2014,-49.21000000000001
New Zealand,2015,-49.988
New Zealand,2016,-47.43000000000001
New Zealand,2017,-47.931999999999995
New Zealand,2018,-48.126000000000005
New Zealand,2019,-47.891999999999996
New Zealand,2020,-45.132000000000005
New Zealand,2021,-45.581999999999994
New Zealand,2022,-46.330000000000005
New Zealand,2023,-45.172
New Zealand,2024,-43.05199999999999
North Macedonia,2006,-0.5652761199999929
North Macedonia,2007,3.665037479999995
North Macedonia,2008,-12.287313400000002
North Macedonia,2009,-11.304000000000002
North Macedonia,2010,-12.430000000000007
North Macedonia,2011,9.191999999999993
North Macedonia,2012,6.834000000000003
North Macedonia,2013,12.724000000000004
North Macedonia,2014,29.337999999999994
North Macedonia,2015,10.825999999999993
North Macedonia,2016,4.9680000000000035
North Macedonia,2017,5.3160000000000025
North Macedonia,2018,15.854
North Macedonia,2019,12.391999999999996
North Macedonia,2020,4.8799999999999955
Norway,1989,-67.74193548
Norway,1990,-65.35796766000001
Norway,1991,-64.22018348
Norway,1992,-62.013729979999994
Norway,1993,-61.55606408
Norway,1994,-61.29032258000001
Norway,1995,-61.45124716000001
Norway,1996,-59.477124180000004
Norway,1997,-60.26200874
Norway,1998,-59.13978494
Norway,1999,-57.510729620000006
Norway,2000,-54.04814003999999
Norway,2001,-52.087912079999995
Norway,2002,-54.85327314
Norway,2003,-52.91479820000001
Norway,2004,-50.55187638000001
Norway,2005,-51.38083678000001
Norway,2006,-49.172321159999996
Norway,2007,-48.012723300000005
Norway,2008,-45.899389140000004
Norway,2009,-44.696
Norway,2010,-44.02000000000001
Norway,2011,-44.756
Norway,2012,-41.30799999999999
Norway,2013,-41.358000000000004
Norway,2014,-42.312000000000005
Norway,2015,-38.816
Norway,2016,-38.036
Norway,2017,-37.97399999999999
Norway,2018,-39.06999999999999
Norway,2019,-36.37200000000001
Norway,2020,-33.512
Norway,2021,-32.943999999999996
Norway,2022,-30.391999999999996
Norway,2023,-29.056000000000004
Norway,2024,-27.903999999999996
OECD,1976,-43.45064339999999
OECD,1977,-43.182369120000004
OECD,1978,-43.96977251999999
OECD,1979,-40.560573680000005
OECD,1980,-40.53238886
OECD,1981,-41.02359641999999
OECD,1982,-40.12432034
OECD,1983,-54.158781919999996
OECD,1984,-53.70644134
OECD,1985,-53.17599544000001
OECD,1986,-52.551659040000004
OECD,1987,-51.915275619999996
OECD,1988,-51.01879532000001
OECD,1989,-51.166734700000006
OECD,1990,-50.82241432000001
OECD,1991,-51.41144471999999
OECD,1992,-50.46707581999999
OECD,1993,-49.66771036
OECD,1994,-50.675388819999995
OECD,1995,-48.16332358
OECD,1996,-48.76167928000001
OECD,1997,-47.33250846000001
OECD,1998,-46.84310833999999
OECD,1999,-46.946307219999994
OECD,2000,-46.951611500000006
OECD,2001,-46.60690944000001
OECD,2002,-47.566259360000004
OECD,2003,-47.824927
OECD,2004,-47.66115948000001
OECD,2005,-46.965679419999994
OECD,2006,-46.472367420000005
OECD,2007,-46.379101600000006
OECD,2008,-45.42201005999999
OECD,2009,-44.108000000000004
OECD,2010,-43.343999999999994
OECD,2011,-42.370000000000005
OECD,2012,-42.693999999999996
OECD,2013,-41.794000000000004
OECD,2014,-41.99000000000001
OECD,2015,-41.946
OECD,2016,-42.00800000000001
OECD,2017,-42.38999999999999
OECD,2018,-42.226
OECD,2019,-41.28399999999999
OECD,2020,-38.854000000000006
OECD,2021,-38.69800000000001
OECD,2022,-39.166
OECD,2023,-39.02600000000001
OECD,2024,-37.71600000000001
Poland,1997,-22.224196120000002
Poland,1998,-24.32273954
Poland,1999,-22.455473999999995
Poland,2000,-23.45958168
Poland,2001,-29.473939980000004
Poland,2002,-33.766233760000006
Poland,2003,-36.2360151
Poland,2004,-35.25701247999999
Poland,2005,-36.712749620000004
Poland,2006,-37.600660739999995
Poland,2007,-37.04044768
Poland,2008,-39.48113910000001
Poland,2009,-41.428
Poland,2010,-38.25399999999999
Poland,2011,-38.51400000000001
Poland,2012,-39.852000000000004
Poland,2013,-39.97
Poland,2014,-38.524
Poland,2015,-38.494
Poland,2016,-39.94
Poland,2017,-43.06999999999999
Poland,2018,-41.59
Poland,2019,-41.331999999999994
Poland,2020,-41.151999999999994
Poland,2021,-41.13999999999999
Poland,2022,-42.108000000000004
Poland,2023,-44.157999999999994
Poland,2024,-45.018
Portugal,1986,-48.18093578
Portugal,1987,-49.432138159999994
Portugal,1988,-50.44595691999999
Portugal,1989,-53.290966520000005
Portugal,1990,-49.16518919999999
Portugal,1991,-51.16167806000001
Portugal,1992,-53.6829759
Portugal,1993,-53.46813331999999
Portugal,1994,-49.47532853999999
Portugal,1995,-60.06560035999999
Portugal,1996,-54.707526040000005
Portugal,1997,-56.1517537
Portugal,1998,-52.933045840000005
Portugal,1999,-50.449835439999994
Portugal,2000,-56.605043679999994
Portugal,2001,-54.832553600000004
Portugal,2002,-50.01993347999999
Portugal,2003,-50.91038108000001
Portugal,2004,-51.2085362
Portugal,2005,-52.62471292000001
Portugal,2006,-48.43922864000001
Portugal,2007,-46.62927632
Portugal,2008,-52.9018365
Portugal,2009,-69.46199999999999
Portugal,2010,-58.82599999999999
Portugal,2011,-42.56
Portugal,2012,-37.22999999999999
Portugal,2013,-40.452
Portugal,2014,-41.199999999999996
Portugal,2015,-45.23599999999999
Portugal,2016,-50.864000000000004
Portugal,2017,-63.834
Portugal,2018,-65.874
Portugal,2019,-62.56399999999999
Portugal,2020,-62.794000000000004
Portugal,2021,-61.354000000000006
Portugal,2022,-56.334
Portugal,2023,-57.458
Portugal,2024,-51.669999999999995
Romania,2000,-24.435604679999997
Romania,2001,-22.557931999999994
Romania,2002,-22.721383959999997
Romania,2003,-21.06844076
Romania,2004,-18.669201639999997
Romania,2005,-18.348336759999995
Romania,2006,-21.662129699999994
Romania,2007,-24.280192819999996
Romania,2008,-23.793470139999997
Romania,2009,-19.534000000000006
Romania,2010,-18.226
Romania,2011,-23.203999999999994
Romania,2012,-19.25
Romania,2013,-21.510000000000005
Romania,2014,-23.138000000000005
Romania,2015,-13.909999999999997
Romania,2016,-13.093999999999994
Romania,2017,-17.092
Romania,2018,-23.726
Romania,2019,-19.587999999999994
Romania,2020,-19.763999999999996
Romania,2021,-1.808000000000007
Romania,2022,-1.0019999999999953
Romania,2023,8.668000000000006
Romania,2024,10.433999999999997
Russia,1992,-39.47263788000001
Russia,1993,-40.257586440000004
Russia,1994,-43.36261569999999
Russia,1995,-50.91562590000001
Russia,1996,-50.35702405999999
Russia,1997,-47.94079206000001
Russia,1998,-48.37291841999999
Russia,1999,-33.315967279999995
Russia,2000,-33.35625224
Russia,2001,-37.240618299999994
Russia,2002,-38.57116148
Russia,2003,-34.92089586
Russia,2004,-32.90887902
Russia,2005,-31.636668920000005
Russia,2006,-30.092214079999998
Russia,2007,-30.19155712
Russia,2008,-29.735580340000006
Russia,2009,-31.442
Russia,2010,-29.370000000000005
Russia,2011,-31.298000000000002
Russia,2012,-29.415999999999997
Russia,2013,-31.418000000000006
Russia,2014,-30.569999999999993
Russia,2015,-30.093999999999994
Russia,2016,-25.941999999999993
Russia,2017,-28.699999999999996
Russia,2018,-28.509999999999998
Russia,2019,-23.799999999999997
Russia,2020,-22.691999999999993
Slovak Republic,1994,-48.46153846000001
Slovak Republic,1995,-48.27586206000001
Slovak Republic,1996,-49.32126696
Slovak Republic,1997,-50.12345680000001
Slovak Republic,1998,-46.43734644
Slovak Republic,1999,-49.717514120000004
Slovak Republic,2000,-44.021739139999994
Slovak Republic,2001,-37.984496119999996
Slovak Republic,2002,-35.625
Slovak Republic,2003,-42.10526315999999
Slovak Republic,2004,-39.19694071999999
Slovak Republic,2005,-40.080971659999996
Slovak Republic,2006,-42.35976790000001
Slovak Republic,2007,-49.248120300000004
Slovak Republic,2008,-36.13445378
Slovak Republic,2009,-18.418000000000006
Slovak Republic,2010,-18.647999999999996
Slovak Republic,2011,-23.732
Slovak Republic,2012,-19.042
Slovak Republic,2013,-16.209999999999994
Slovak Republic,2014,-17.498000000000005
Slovak Republic,2015,-22.078000000000003
Slovak Republic,2016,-18.549999999999997
Slovak Republic,2017,-22.849999999999994
Slovak Republic,2018,-25.126000000000005
Slovak Republic,2019,-28.842000000000006
Slovak Republic,2020,-33.711999999999996
Slovak Republic,2021,-38.105999999999995
Slovak Republic,2022,-30.186000000000007
Slovak Republic,2023,-39.68000000000001
Slovak Republic,2024,-37.786
Slovenia,2000,-15.132069860000001
Slovenia,2001,-14.115070459999998
Slovenia,2002,-14.600512879999997
Slovenia,2003,-13.799611920000004
Slovenia,2004,-10.760798100000002
Slovenia,2005,-16.522628780000005
Slovenia,2006,-16.88009948
Slovenia,2007,-14.862314799999993
Slovenia,2008,-18.195539819999993
Slovenia,2009,-16.486000000000004
Slovenia,2010,-20.159999999999997
Slovenia,2011,-17.418000000000006
Slovenia,2012,-20.286
Slovenia,2013,-20.784000000000006
Slovenia,2014,-23.052000000000007
Slovenia,2015,-22.451999999999998
Slovenia,2016,-31.099999999999994
Slovenia,2017,-27.620000000000005
Slovenia,2018,-32.516
Slovenia,2019,-35.388000000000005
Slovenia,2020,-28.354000000000006
Slovenia,2021,-24.046000000000006
Slovenia,2022,-29.389999999999993
Slovenia,2023,-27.049999999999997
Slovenia,2024,-26.135999999999996
South Africa,2008,-30.70159598
South Africa,2009,-31.704
South Africa,2010,-28.518
South Africa,2011,-26.518
South Africa,2012,-31.876000000000005
South Africa,2013,-29.810000000000002
South Africa,2014,-29.313999999999993
South Africa,2015,-29.114000000000004
South Africa,2016,-29.852000000000004
South Africa,2017,-26.146
South Africa,2018,-25.188000000000002
South Africa,2019,-23.587999999999994
South Africa,2020,-18.061999999999998
South Africa,2021,-17.733999999999995
South Africa,2022,-14.355999999999995
South Africa,2023,-17.867999999999995
South Africa,2024,-16.090000000000003
Spain,1987,-47.704302799999994
Spain,1988,-52.100953440000005
Spain,1989,-58.471188579999996
Spain,1990,-61.21377136000001
Spain,1991,-59.579064179999996
Spain,1992,-58.471697500000005
Spain,1993,-55.59178498
Spain,1994,-52.45592814
Spain,1995,-56.58041678000001
Spain,1996,-50.98145674
Spain,1997,-51.23391219999999
Spain,1998,-52.69347854
Spain,1999,-54.46831345999999
Spain,2000,-58.10609506
Spain,2001,-58.478923079999994
Spain,2002,-59.97749564
Spain,2003,-61.34006876000001
Spain,2004,-61.31165573999999
Spain,2005,-58.826739
Spain,2006,-59.358023339999995
Spain,2007,-61.438858159999995
Spain,2008,-61.520601080000006
Spain,2009,-58.672
Spain,2010,-56.72
Spain,2011,-53.656000000000006
Spain,2012,-52.693999999999996
Spain,2013,-47.38999999999999
Spain,2014,-48.46600000000001
Spain,2015,-46.937999999999995
Spain,2016,-46.262
Spain,2017,-48.358000000000004
Spain,2018,-50.77600000000001
Spain,2019,-50.512
Spain,2020,-50.437999999999995
Spain,2021,-47.06399999999999
Spain,2022,-46.11600000000001
Spain,2023,-44.602000000000004
Spain,2024,-45.054
Sweden,1987,-69.65194661999999
Sweden,1988,-66.34230108
Sweden,1989,-63.83073496
Sweden,1990,-62.278675899999996
Sweden,1991,-60.78676242
Sweden,1992,-58.248730959999996
Sweden,1993,-56.024885399999995
Sweden,1994,-53.52522640000001
Sweden,1995,-53.62655602000001
Sweden,1996,-52.943189600000004
Sweden,1997,-52.61549524
Sweden,1998,-56.27598420000001
Sweden,1999,-47.49961845999999
Sweden,2000,-45.79759862
Sweden,2001,-45.466964880000006
Sweden,2002,-43.68699812
Sweden,2003,-41.69754126000001
Sweden,2004,-38.93280632
Sweden,2005,-34.26403432
Sweden,2006,-34.524832440000004
Sweden,2007,-34.91599062
Sweden,2008,-34.0488533
Sweden,2009,-33.566
Sweden,2010,-32.96
Sweden,2011,-31.629999999999995
Sweden,2012,-30.645999999999994
Sweden,2013,-28.973999999999997
Sweden,2014,-30.168000000000006
Sweden,2015,-28.217999999999996
Sweden,2016,-29.512
Sweden,2017,-27.951999999999998
Sweden,2018,-27.616
Sweden,2019,-24.947999999999993
Sweden,2020,-20.298000000000002
Sweden,2021,-27.248000000000005
Sweden,2022,-21.959999999999994
Sweden,2023,-22.006
Sweden,2024,-21.870000000000005
Switzerland,1991,-61.60309354
Switzerland,1992,-62.69909292
Switzerland,1993,-62.45503274000001
Switzerland,1994,-64.75442976
Switzerland,1995,-65.73919810000001
Switzerland,1996,-66.65481452
Switzerland,1997,-68.52961801999999
Switzerland,1998,-67.77621294
Switzerland,1999,-67.35210346
Switzerland,2000,-62.54331583999999
Switzerland,2001,-62.37729682
Switzerland,2002,-65.66551852
Switzerland,2003,-66.72720554
Switzerland,2004,-65.80564702000001
Switzerland,2005,-66.52570004
Switzerland,2006,-63.513608379999994
Switzerland,2007,-63.79694889999999
Switzerland,2008,-63.704419879999996
Switzerland,2009,-64.83600000000001
Switzerland,2010,-66.49600000000001
Switzerland,2011,-66.40799999999999
Switzerland,2012,-66.244
Switzerland,2013,-66.042
Switzerland,2014,-64.00399999999999
Switzerland,2015,-63.798
Switzerland,2016,-62.95400000000001
Switzerland,2017,-61.00399999999999
Switzerland,2018,-61.77199999999999
Switzerland,2019,-62.256
Switzerland,2020,-61.74600000000001
Switzerland,2021,-60.044000000000004
Switzerland,2022,-58.141999999999996
Switzerland,2023,-57.24600000000001
Switzerland,2024,-56.93600000000001
Türkiye,1988,-26.53958944
Türkiye,1989,-31.707317079999996
Türkiye,1990,-28.198757760000007
Türkiye,1991,-43.89183969999999
Türkiye,1992,-30.959164299999998
Türkiye,1993,-12.119248220000003
Türkiye,1994,-25.29087568
Türkiye,1995,-20.098039220000004
Türkiye,1996,-28.5198556
Türkiye,1997,-19.2371476
Türkiye,1998,-25.37562604
Türkiye,1999,-26.329442279999995
Türkiye,2000,-13.867822320000002
Türkiye,2001,-27.433628319999997
Türkiye,2002,-19.412219640000004
Türkiye,2003,-16.335350039999994
Türkiye,2004,-20.332717200000005
Türkiye,2005,-22.5
Türkiye,2006,-20.0
Türkiye,2007,-22.682445759999993
Türkiye,2008,-21.237864079999994
Türkiye,2009,-20.147999999999996
Türkiye,2010,-19.647999999999996
Türkiye,2011,-23.33
Türkiye,2012,-23.319999999999993
Türkiye,2013,-23.165999999999997
Türkiye,2014,-18.977999999999994
Türkiye,2015,-19.867999999999995
Türkiye,2016,-17.799999999999997
Türkiye,2017,-18.914
Türkiye,2018,-14.445999999999998
Türkiye,2019,-10.986000000000004
Türkiye,2020,-1.3020000000000067
Türkiye,2021,-9.182000000000002
Türkiye,2022,-11.456000000000003
Türkiye,2023,-7.7039999999999935
Türkiye,2024,-4.518000000000001
United Kingdom,1983,-84.246310879
United Kingdom,1984,-81.02045254000001
United Kingdom,1985,-79.6493863
United Kingdom,1986,-78.51998968000001
United Kingdom,1987,-75.63277948000001
United Kingdom,1988,-74.45674964
United Kingdom,1989,-77.86215756000001
United Kingdom,1990,-75.68061534
United Kingdom,1991,-75.44331779999999
United Kingdom,1992,-72.97784730000001
United Kingdom,1993,-71.10706822
United Kingdom,1994,-69.17237648
United Kingdom,1995,-67.76426784
United Kingdom,1996,-66.43190967999999
United Kingdom,1997,-64.15449784
United Kingdom,1998,-64.0342771
United Kingdom,1999,-62.500987699999996
United Kingdom,2000,-63.882557840000004
United Kingdom,2001,-64.28873866
United Kingdom,2002,-62.09621867999999
United Kingdom,2003,-60.724054560000006
United Kingdom,2004,-60.515715099999994
United Kingdom,2005,-59.39162102
United Kingdom,2006,-59.1482331
