country,year,native_gap,immigrant_gap,overall_gap
New Zealand,2006,13.121459959999996,16.639030450000007,14.880245205000008
New Zealand,2007,12.00675201,17.400588990000003,14.703670500000015
New Zealand,2008,11.222976689999996,16.797264100000007,14.010120395000001
New Zealand,2009,10.760246269999996,15.706069939999992,13.233158104999987
New Zealand,2010,10.527915960000001,15.627639769999988,13.077777864999987
New Zealand,2011,10.535438539999987,14.24767304000001,12.391555790000012
New Zealand,2012,10.02207184000001,12.503898620000001,11.262985229999998
New Zealand,2013,9.088493350000007,12.646179200000006,10.867336275000014
New Zealand,2014,8.915596010000002,12.684638980000003,10.800117494999995
New Zealand,2015,8.700004579999998,13.900001520000004,11.30000305
New Zealand,2016,8.542068479999998,13.605003350000004,11.073535914999994
New Zealand,2018,7.5,13.099998479999996,10.299999239999991
New Zealand,2019,6.684120179999994,12.02159881,9.352859495000004
New Zealand,2020,7.580131530000003,12.416580199999999,9.998355864999994
New Zealand,2021,6.595726010000007,11.360580439999993,8.978153225
New Zealand,2022,6.242355350000011,10.578880310000002,8.410617830000007
New Zealand,2023,6.41876984000001,9.391242980000001,7.905006409999999
New Zealand,2024,5.207122799999993,9.550025939999998,7.3785743699999955
Norway,2000,8.097740169999994,12.920989989999995,10.50936507999998
Norway,2001,7.546348570000006,10.136047360000006,8.84119796500002
Norway,2002,5.897270200000008,10.627044679999997,8.26215744000001
Norway,2003,5.96867370999999,16.520324700000003,11.244499204999997
Norway,2004,5.86494445999999,10.960609430000005,8.41277694499999
Norway,2005,6.246208190000004,11.226974490000003,8.73659133999999
Norway,2006,5.962646490000012,12.242530819999999,9.102588655000005
Norway,2007,5.463699339999991,8.767082220000006,7.115390780000013
Norway,2008,5.0508880600000055,9.231254570000004,7.141071315000005
Norway,2009,4.557113649999991,8.777755729999996,6.667434689999993
Norway,2010,4.722068790000009,9.671936029999998,7.19700241000001
Norway,2011,3.8913040199999926,6.784317020000003,5.337810519999991
Norway,2012,4.020240779999995,9.894493100000005,6.957366939999986
Norway,2013,3.347167970000001,9.720031730000002,6.533599850000002
Norway,2014,3.2022170999999986,10.306633000000005,6.754425049999995
Norway,2015,3.222496039999996,10.048736569999988,6.635616304999999
Norway,2016,3.0561065599999893,10.942359920000001,6.999233239999995
Norway,2017,3.076499939999991,8.826416019999996,5.951457980000001
Norway,2018,3.4000015299999973,9.099998470000003,6.25
Norway,2019,3.5585250900000034,9.895439150000001,6.726982120000002
Norway,2020,4.0,6.5,5.25
Norway,2021,3.185844430000003,9.071487419999997,6.128665924999993
Norway,2022,3.681831360000004,9.76282501,6.722328185000009
Norway,2023,3.166999820000001,8.491523740000005,5.82926178000001
Norway,2024,3.7777328499999925,6.375465390000002,5.076599119999997
Poland,2000,,11.298309330000002,11.298309330000002
Poland,2001,,10.993526460000005,10.993526460000005
Poland,2002,,11.780548099999997,11.780548099999997
Poland,2003,,11.573398590000004,11.573398590000004
Poland,2004,12.238227849999994,13.939609520000001,13.088918684999996
Poland,2005,12.690605170000005,11.72611809,12.208361630000006
Poland,2006,13.257038119999997,15.03502083,14.146029474999999
Poland,2007,13.498058319999991,23.07889175,18.288475034999998
Poland,2008,13.961723320000004,13.73880768,13.850265500000006
Poland,2009,13.943393710000002,16.956520079999997,15.449956895
Poland,2010,13.592628480000009,18.087284089999997,15.839956285
Poland,2011,13.758312230000008,13.399974829999998,13.579143530000003
Poland,2012,13.560398099999993,15.11240386,14.336400979999993
Poland,2013,13.724018100000002,13.204353329999996,13.464185714999992
Poland,2014,13.515747070000003,16.244701390000003,14.88022423000001
Poland,2015,13.391220099999998,22.431476590000003,17.911348344999993
