country,year,employment_gap
Slovenia,2017,2.461326999999997
Slovenia,2018,7.152321000000001
Slovenia,2019,6.546326000000008
Slovenia,2020,6.306404000000001
Slovenia,2021,6.667702000000006
Slovenia,2022,6.647705080000009
Slovenia,2023,6.652709969999989
Slovenia,2024,6.047981262207031
South Africa,2010,18.460437
South Africa,2011,17.610268000000005
South Africa,2012,17.126918999999994
South Africa,2013,15.893405999999999
South Africa,2014,15.822899
South Africa,2015,14.836796000000007
South Africa,2016,15.357577999999997
South Africa,2017,14.409911999999998
South Africa,2018,14.123005
South Africa,2019,13.809807
South Africa,2020,13.134864999999998
South Africa,2022,11.505503999999995
South Africa,2024,35.793220520019545
Spain,1981,56.09816899999999
Spain,1989,46.507259000000005
Spain,1991,44.680389000000005
Spain,1992,41.78349300000001
Spain,1994,37.2789
Spain,1995,36.743621999999995
Spain,1997,35.971756000000006
Spain,1998,36.709816
Spain,1999,36.171428000000006
Spain,2000,34.906448
Spain,2001,33.811432
Spain,2002,31.735614999999996
Spain,2003,30.055656000000006
Spain,2004,27.97153099999999
Spain,2005,26.203666000000005
Spain,2006,24.992275
Spain,2007,23.102164999999992
Spain,2008,20.248766999999994
Spain,2009,15.357891999999993
Spain,2010,14.105221
Spain,2011,12.817402000000001
Spain,2012,10.879749999999994
Spain,2013,10.496204000000006
Spain,2014,11.073321999999997
Spain,2015,12.122947000000003
Spain,2016,12.238146999999998
Spain,2017,12.801926000000002
Spain,2018,12.992492000000006
Spain,2019,12.432509999999994
Spain,2020,12.117318000000004
Spain,2021,11.498428350000012
Spain,2022,11.590454000000008
Spain,2023,11.07359314
Spain,2024,10.40679931640625
Sweden,1981,12.877785000000003
Sweden,1989,5.953964000000013
Sweden,1991,4.449661000000006
Sweden,1992,3.1124730000000085
Sweden,1994,1.842804000000001
Sweden,1995,2.8258440000000036
Sweden,1997,4.055976999999999
Sweden,1998,4.596512000000004
Sweden,1999,4.188156000000006
Sweden,2000,4.324875000000006
Sweden,2001,4.386206999999999
Sweden,2002,3.7300110000000046
Sweden,2003,3.7306739999999934
Sweden,2004,4.140839
Sweden,2005,5.4090730000000065
Sweden,2006,5.974586000000002
Sweden,2007,6.062187999999992
Sweden,2008,6.092276999999996
Sweden,2009,5.348236
Sweden,2010,6.4393539999999945
Sweden,2011,5.871093000000002
Sweden,2012,5.613845999999995
Sweden,2013,5.464568999999997
Sweden,2014,5.015265999999997
Sweden,2015,4.607322999999994
Sweden,2016,4.2151560000000075
Sweden,2017,4.284538000000012
Sweden,2018,4.666045999999994
Sweden,2019,4.945747999999995
Sweden,2020,5.215378000000001
Sweden,2021,5.6185531599999905
Sweden,2022,5.456336979999989
Sweden,2023,4.599800110000004
Sweden,2024,3.8484878540039062
Switzerland,1989,31.426330000000007
Switzerland,1991,28.966599000000002
Switzerland,1992,26.82343999999999
Switzerland,1994,26.369925999999992
Switzerland,1995,25.378188999999992
Switzerland,1997,21.599227999999997
Switzerland,1998,20.540031
Switzerland,1999,21.51449600000001
Switzerland,2000,21.064987000000002
Switzerland,2001,20.433075000000002
Switzerland,2002,17.828727999999998
Switzerland,2003,16.815582000000006
Switzerland,2004,16.815185999999997
Switzerland,2005,15.971664000000004
Switzerland,2006,16.027534000000003
Switzerland,2007,15.74898499999999
Switzerland,2008,14.015625
Switzerland,2009,13.482437000000004
Switzerland,2010,13.973266999999993
Switzerland,2011,13.622185000000002
Switzerland,2012,12.684753
Switzerland,2013,11.944000000000003
Switzerland,2014,11.041426999999999
Switzerland,2015,11.109848
Switzerland,2016,10.199027999999998
Switzerland,2017,10.476898000000006
Switzerland,2018,10.493126000000004
Switzerland,2019,9.911033000000003
Switzerland,2020,9.414978000000005
Switzerland,2021,8.847198000000006
Switzerland,2022,8.749961850000005
Switzerland,2023,8.48311615
Switzerland,2024,7.678627014160156
Türkiye,1991,55.19532799999999
Türkiye,1992,51.768303
Türkiye,1994,54.083164999999994
Türkiye,1995,59.416105
Türkiye,1997,56.502493
Türkiye,1998,55.540459
Türkiye,1999,53.729853000000006
Türkiye,2000,55.309447999999996
Türkiye,2001,52.48519100000001
Türkiye,2002,49.693522
Türkiye,2003,49.817059
Türkiye,2004,52.549477
Türkiye,2005,52.454178
Türkiye,2006,51.218857
Türkiye,2007,50.958242
Türkiye,2008,49.62133800000001
Türkiye,2009,46.35307100000001
Türkiye,2010,46.441759
Türkiye,2011,46.651095
Türkiye,2012,45.402516
Türkiye,2013,44.72170599999999
Türkiye,2014,44.371059
Türkiye,2015,43.478771
Türkiye,2016,43.005652999999995
Türkiye,2017,42.386597
Türkiye,2018,41.578339
Türkiye,2019,39.561657
Türkiye,2021,40.307167
Türkiye,2022,39.280525
Türkiye,2023,39.019725799999996
Türkiye,2024,38.572052001953125
United Kingdom,1997,11.505477999999997
United Kingdom,1998,11.529487000000003
United Kingdom,1999,10.851264999999998
United Kingdom,2000,10.824348999999998
United Kingdom,2001,10.453880999999996
United Kingdom,2002,10.210586000000006
United Kingdom,2003,10.667075999999994
United Kingdom,2004,10.128967000000003
United Kingdom,2005,9.925492000000006
United Kingdom,2006,10.358574000000004
United Kingdom,2007,9.972549
United Kingdom,2008,13.541442000000004
United Kingdom,2009,11.972511000000011
United Kingdom,2010,12.448219000000009
United Kingdom,2011,12.392349999999993
United Kingdom,2012,12.567260000000005
United Kingdom,2013,12.39260800000001
United Kingdom,2014,11.779670999999993
United Kingdom,2015,12.277564999999996
United Kingdom,2016,11.820594999999997
United Kingdom,2017,11.074996999999996
United Kingdom,2018,10.337333999999998
United Kingdom,2019,9.721031188964844
United Kingdom,2020,8.561500549316406
United Kingdom,2021,7.918312072753906
United Kingdom,2022,8.446342468261719
United Kingdom,2023,8.01416015625
United Kingdom,2024,7.525550842285156
United States,1981,26.065008
United States,1982,24.278592000000003
United States,1983,22.381106000000003
United States,1984,22.340719999999997
United States,1985,21.409816
United States,1986,20.365243000000007
United States,1987,19.771082999999997
United States,1988,18.793712999999997
United States,1989,18.179946
United States,1990,17.553129
United States,1991,16.208875000000006
United States,1992,15.124268
United States,1993,14.533287000000001
United States,1994,13.612532999999999
United States,1995,13.754891
United States,1996,13.268517000000003
United States,1997,13.066519999999997
United States,1998,13.352210999999997
United States,1999,13.455955000000003
United States,2000,12.781395000000003
United States,2001,12.663696999999999
United States,2002,12.226112
United States,2003,11.667343000000002
United States,2004,12.051459999999992
United States,2005,12.869040999999996
United States,2006,12.710722999999987
United States,2007,12.358940000000004
United States,2008,11.377083000000013
United States,2009,8.773513999999992
United States,2010,8.862197999999992
United States,2011,9.598190000000002
United States,2012,10.542649000000011
United States,2013,11.198661999999999
United States,2014,10.975632000000004
United States,2015,11.817886999999999
United States,2016,11.635398999999992
United States,2017,10.99426299999999
United States,2018,11.560905000000005
United States,2019,11.383926000000002
United States,2020,10.397780999999995
United States,2021,9.794662000000002
United States,2022,10.280349999999999
United States,2023,9.69155121
