country,year,gdp_pc
Spain,1976,98.415335
Spain,1977,97.349099
Spain,1978,94.40918
Spain,1979,90.973822
Spain,1980,91.703693
Spain,1981,89.809144
Spain,1982,91.074263
Spain,1983,90.326021
Spain,1984,88.04589
Spain,1985,87.232068
Spain,1986,87.852461
Spain,1987,89.899692
Spain,1988,90.917494
Spain,1989,92.402739
Spain,1990,93.698675
Spain,1991,95.332678
Spain,1992,94.62488
Spain,1993,92.814974
Spain,1994,92.711131
Spain,1995,93.395176
Spain,1996,93.112543
Spain,1997,93.26784
Spain,1998,94.789386
Spain,1999,96.108733
Spain,2000,97.330974
Spain,2001,99.94204
Spain,2002,100.199418
Spain,2003,99.868294
Spain,2004,98.798194
Spain,2005,98.275954
Spain,2006,98.225643
Spain,2007,97.829885
Spain,2008,97.314094
Spain,2009,96.847074
Spain,2010,94.254319
Spain,2011,91.940947
Spain,2012,88.59713
Spain,2013,86.692854
Spain,2014,86.925883
Spain,2015,88.793015
Spain,2016,90.172428
Spain,2017,90.672649
Spain,2018,90.843224
Spain,2019,90.882873
Spain,2020,84.181239
Spain,2021,84.810044
Spain,2022,87.139673
Spain,2023,87.310658
Spain,2024,88.339643
Sweden,1970,138.5522
Sweden,1971,135.661809
Sweden,1972,132.743078
Sweden,1973,131.242007
Sweden,1974,134.857384
Sweden,1975,138.534078
Sweden,1976,134.1895
Sweden,1977,128.079553
Sweden,1978,125.607226
Sweden,1979,126.469134
Sweden,1980,127.976521
Sweden,1981,126.693572
Sweden,1982,129.094556
Sweden,1983,128.741072
Sweden,1984,128.907521
Sweden,1985,127.785415
Sweden,1986,128.076758
Sweden,1987,128.225295
Sweden,1988,126.255832
Sweden,1989,125.057793
Sweden,1990,122.349783
Sweden,1991,119.405305
Sweden,1992,115.653994
Sweden,1993,111.93652
Sweden,1994,112.881422
Sweden,1995,114.779106
Sweden,1996,113.736223
Sweden,1997,113.764585
Sweden,1998,115.966192
Sweden,1999,117.723917
Sweden,2000,118.933564
Sweden,2001,119.396202
Sweden,2002,120.661877
Sweden,2003,120.82749
Sweden,2004,122.177206
Sweden,2005,122.450512
Sweden,2006,124.32201
Sweden,2007,125.024692
Sweden,2008,123.326881
Sweden,2009,122.095627
Sweden,2010,124.98772
Sweden,2011,126.094422
Sweden,2012,123.712695
Sweden,2013,122.703474
Sweden,2014,122.328917
Sweden,2015,123.912762
Sweden,2016,123.528722
Sweden,2017,121.468921
Sweden,2018,120.08426
Sweden,2019,120.572866
Sweden,2020,122.818799
Sweden,2021,121.320279
Sweden,2022,118.492583
Sweden,2023,116.210634
Sweden,2024,115.436093
Switzerland,1970,232.505682
Switzerland,1971,233.478744
Switzerland,1972,229.077676
Switzerland,1973,223.51314
Switzerland,1974,225.79579
Switzerland,1975,212.357793
Switzerland,1976,203.655014
Switzerland,1977,203.599268
Switzerland,1978,197.104182
Switzerland,1979,195.764386
Switzerland,1980,203.044014
Switzerland,1981,202.156202
Switzerland,1982,199.721005
Switzerland,1983,196.355345
Switzerland,1984,193.799678
Switzerland,1985,194.42031
Switzerland,1986,192.578533
Switzerland,1987,188.813641
Switzerland,1988,186.582677
Switzerland,1989,187.649936
Switzerland,1990,188.323562
Switzerland,1991,183.208377
Switzerland,1992,178.878089
Switzerland,1993,176.287214
Switzerland,1994,173.297196
Switzerland,1995,169.438037
Switzerland,1996,165.346398
Switzerland,1997,163.702299
Switzerland,1998,164.469927
Switzerland,1999,162.143001
Switzerland,2000,162.158583
Switzerland,2001,162.797832
Switzerland,2002,160.139442
Switzerland,2003,156.752034
Switzerland,2004,155.83614
Switzerland,2005,155.772041
Switzerland,2006,157.245307
Switzerland,2007,158.870684
Switzerland,2008,161.973559
Switzerland,2009,163.18051
Switzerland,2010,163.239941
Switzerland,2011,162.317657
Switzerland,2012,161.209814
Switzerland,2013,160.439449
Switzerland,2014,159.707247
Switzerland,2015,157.238932
Switzerland,2016,156.820071
Switzerland,2017,154.182257
Switzerland,2018,154.742957
Switzerland,2019,153.686014
Switzerland,2020,156.091998
Switzerland,2021,154.46696
Switzerland,2022,153.863762
Switzerland,2023,151.001042
Switzerland,2024,149.475583
Türkiye,1970,39.264239
Türkiye,1971,39.481545
Türkiye,1972,39.687651
Türkiye,1973,38.080298
Türkiye,1974,39.164229
Türkiye,1975,41.106969
Türkiye,1976,42.789205
Türkiye,1977,42.188359
Türkiye,1978,40.547087
Türkiye,1979,38.359134
Türkiye,1980,36.543564
Türkiye,1981,36.892488
Türkiye,1982,37.527926
Türkiye,1983,37.622967
Türkiye,1984,37.656993
Türkiye,1985,37.211753
Türkiye,1986,38.07163
Türkiye,1987,39.823219
Türkiye,1988,38.559319
Türkiye,1989,36.91107
Türkiye,1990,38.798442
Türkiye,1991,38.271329
Türkiye,1992,39.329833
Türkiye,1993,41.530883
Türkiye,1994,37.774209
Türkiye,1995,39.14091
Türkiye,1996,40.248147
Türkiye,1997,41.401505
Türkiye,1998,41.169492
Türkiye,1999,38.273442
Türkiye,2000,39.021485
Türkiye,2001,36.027008
Türkiye,2002,37.538976
Türkiye,2003,38.694094
Türkiye,2004,40.907812
Türkiye,2005,43.099582
Türkiye,2006,44.429547
Türkiye,2007,45.218814
Türkiye,2008,45.169485
Türkiye,2009,44.217296
Türkiye,2010,46.10617
Türkiye,2011,49.785207
Türkiye,2012,51.113511
Türkiye,2013,54.146614
Türkiye,2014,55.192877
Türkiye,2015,56.654058
Türkiye,2016,57.042406
Türkiye,2017,59.260344
Türkiye,2018,59.186959
Türkiye,2019,58.17835
Türkiye,2020,61.370788
Türkiye,2021,64.003557
Türkiye,2022,65.204019
Türkiye,2023,67.541394
Türkiye,2024,68.713382
United Kingdom,1970,112.099526
United Kingdom,1971,111.080862
United Kingdom,1972,110.105967
United Kingdom,1973,112.319104
United Kingdom,1974,110.256767
United Kingdom,1975,110.132006
United Kingdom,1976,108.938622
United Kingdom,1977,108.594055
United Kingdom,1978,108.564723
United Kingdom,1979,108.287701
United Kingdom,1980,105.433411
United Kingdom,1981,102.601123
United Kingdom,1982,105.606328
United Kingdom,1983,107.102551
United Kingdom,1984,105.564517
United Kingdom,1985,106.012587
United Kingdom,1986,107.631493
United Kingdom,1987,109.149643
United Kingdom,1988,110.345194
United Kingdom,1989,109.327167
United Kingdom,1990,107.514023
United Kingdom,1991,105.111984
United Kingdom,1992,104.68814
United Kingdom,1993,107.371835
United Kingdom,1994,109.85955
United Kingdom,1995,111.3535
United Kingdom,1996,111.220409
United Kingdom,1997,112.973507
United Kingdom,1998,113.805898
United Kingdom,1999,113.804966
United Kingdom,2000,114.640738
United Kingdom,2001,116.142856
United Kingdom,2002,116.615878
United Kingdom,2003,118.180338
United Kingdom,2004,117.227504
United Kingdom,2005,117.017524
United Kingdom,2006,115.915734
United Kingdom,2007,116.102857
United Kingdom,2008,115.495761
United Kingdom,2009,114.108986
United Kingdom,2010,113.028839
United Kingdom,2011,111.395357
United Kingdom,2012,111.480025
United Kingdom,2013,111.411758
United Kingdom,2014,112.314134
United Kingdom,2015,111.680689
United Kingdom,2016,111.846621
United Kingdom,2017,112.19435
United Kingdom,2018,111.424398
United Kingdom,2019,111.012128
United Kingdom,2020,104.246465
United Kingdom,2021,106.479403
United Kingdom,2022,108.098245
United Kingdom,2023,105.859732
United Kingdom,2024,104.718074
United States,1970,138.274137
United States,1971,137.73803
United States,1972,137.615712
United States,1973,137.193543
United States,1974,135.018323
United States,1975,134.174702
United States,1976,134.718735
United States,1977,135.823162
United States,1978,137.100011
United States,1979,135.947101
United States,1980,133.625617
United States,1981,133.850111
United States,1982,131.095842
United States,1983,133.032156
United States,1984,135.982602
United States,1985,136.445311
United States,1986,136.864368
United States,1987,136.391504
United States,1988,135.792248
United States,1989,135.468823
United States,1990,133.556617
United States,1991,130.851545
United States,1992,131.765757
United States,1993,132.743542
United States,1994,133.342552
United States,1995,132.845404
United States,1996,132.946314
United States,1997,133.22893
United States,1998,134.617094
United States,1999,135.954422
United States,2000,135.349267
United States,2001,134.376299
United States,2002,134.205087
United States,2003,134.816056
United States,2004,135.203859
United States,2005,135.657474
United States,2006,134.80191
United States,2007,133.599002
United States,2008,132.958769
United States,2009,133.893249
United States,2010,133.130827
United States,2011,132.191885
United States,2012,133.144938
United States,2013,133.476411
United States,2014,133.673529
United States,2015,133.887385
United States,2016,133.608331
United States,2017,133.09433
United States,2018,133.887005
United States,2019,135.131189
United States,2020,137.699985
United States,2021,137.641748
United States,2022,136.789593
United States,2023,138.116541
United States,2024,139.030873
